booktitle,year,pages,author,title,ee,abstract
FOCS,2021,1-12,"Vera Traub, Rico Zenklusen",A Better-Than-2 Approximation for Weighted Tree Augmentation.,https://doi.org/10.1109/FOCS52979.2021.00010,"We present an approximation algorithm for Weighted Tree Augmentation with approximation factor 1 + ln2+ε<1.7 . This is the first algorithm beating the longstanding factor of 2, which can be achieved through many standard techniques."
FOCS,2021,13-24,"Samuel Fiorini, Gwena?l Joret, Stefan Weltge, Yelena Yuditsky",Integer programs with bounded subdeterminants and two nonzeros per row.,https://doi.org/10.1109/FOCS52979.2021.00011,"We give a strongly polynomial-time algorithm for integer linear programs defined by integer coefficient matrices whose subdeterminants are bounded by a constant and that contain at most two nonzero entries in each row. The core of our approach is the first polynomial-time algorithm for the weighted stable set problem on graphs that do not contain more than    vertex-disjoint odd cycles, where    is any constant. Previously, polynomial-time algorithms were only known for    (bipartite graphs) and for   . We observe that integer linear programs defined by coefficient matrices with bounded subdeterminants and two nonzeros per column can be also solved in strongly polynomial-time, using a reduction to b-matching."
FOCS,2021,25-36,"Wenzheng Li, Jan Vondrák",A constant-factor approximation algorithm for Nash Social Welfare with submodular valuations.,https://doi.org/10.1109/FOCS52979.2021.00012,We present a 380-approximation algorithm for the Nash Social Welfare problem with submodular valuations. Our algorithm builds on and extends a recent constant-factor approximation for Rado valuations [15].
FOCS,2021,37-48,"Deeparnab Chakrabarty, Yu Chen 0039, Sanjeev Khanna",A Polynomial Lower Bound on the Number of Rounds for Parallel Submodular Function Minimization.,https://doi.org/10.1109/FOCS52979.2021.00013,"Submodular function minimization (SFM) and matroid intersection are fundamental discrete optimization problems with applications in many fields. It is well known that both of these can be solved making    queries to a relevant oracle (evaluation oracle for SFM and rank oracle for matroid intersection), where    denotes the universe size. However, all known polynomial query algorithms are highly adaptive, requiring at least    rounds of querying the oracle. A natural question is whether these can be efficiently solved in a highly parallel manner, namely, with    queries using only polylogarithmic rounds of adaptivity. An important step towards understanding the adaptivity needed for efficient parallel SFM was taken recently in the work of Balkanski and Singer who showed that any SFM algorithm making    queries necessarily requires    rounds. This left open the possibility of efficient SFM algorithms in polylogarithmic rounds. For matroid intersection, even the possibility of a constant round,    query algorithm was not hitherto ruled out. In this work, we prove that any, possibly randomized, algorithm for submodular function minimization or matroid intersection making    queries requires (Throughout the paper, we use the usual convention of using    to denote    and using    to denote    for some unspecified constant   )    rounds of adaptivity. In fact, we show a polynomial lower bound on the number of rounds of adaptivity even for algorithms that make at most    queries for any constant   . Therefore, even though SFM and matroid intersection are efficiently solvable, they are not highly parallelizable in the oracle model."
FOCS,2021,49-58,"Alessandro Chiesa, Fermi Ma, Nicholas Spooner, Mark Zhandry",Post-Quantum Succinct Arguments: Breaking the Quantum Rewinding Barrier.,https://doi.org/10.1109/FOCS52979.2021.00014,We prove that Kilian's four-message succinct argument system is post-quantum secure in the standard model when instantiated with any probabilistically checkable proof and any collapsing hash function (which in turn exist based on the post-quantum hardness of Learning with Errors). This yields the first post-quantum succinct argument system from any falsifiable assumption. At the heart of our proof is a new quantum rewinding procedure that enables a reduction to repeatedly query a quantum adversary for accepting transcripts as many times as desired. Prior techniques were limited to a constant number of accepting transcripts.
FOCS,2021,59-67,"Nai-Hui Chia, Kai-Min Chung, Qipeng Liu 0001, Takashi Yamakawa",On the Impossibility of Post-Quantum Black-Box Zero-Knowledge in Constant Round.,https://doi.org/10.1109/FOCS52979.2021.00015,"We investigate the existence of constant-round post-quantum black-box zero-knowledge protocols for NP. As a main result, we show that there is no constant-round post-quantum black-box zero-knowledge argument for NP unless   . As constant-round black-box zero-knowledge arguments for NP exist in the classical setting, our main result points out a fundamental difference between post-quantum and classical zero-knowledge protocols. Combining previous results, we conclude that unless   , constant-round post-quantum zero-knowledge protocols for NP exist if and only if we use non-black-box techniques or relax certain security requirements such as relaxing standard zero-knowledge to   -zero-knowledge. Additionally, we also prove that three-round and public-coin constant-round post-quantum black-box   -zero-knowledge arguments for NP do not exist unless   ."
FOCS,2021,68-79,"Arka Rai Choudhuri, Abhishek Jain 0002, Zhengzhong Jin",SNARGs for $\mathcal{P}$ from LWE.,https://doi.org/10.1109/FOCS52979.2021.00016,"We provide the first construction of a succinct non-interactive argument (SNARG) for all polynomial time deterministic computations based on standard assumptions. For    steps of computation, the size of the proof and the common random string (CRS) as well as the verification time are poly-logarithmic in   . The security of our scheme relies on the hardness of the Learning with Errors (LWE) problem against polynomial-time adversaries. Previously, SNARGs based on standard assumptions could support bounded-depth computations and required sub-exponential hardness assumptions [Jawale-Kalai-Khurana-Zhang, STOC'21]. Along the way, we also provide the first construction of non-interactive batch arguments for N P based solely on the LWE assumption."
FOCS,2021,80-91,"Itai Dinur, Nathan Keller, Ohad Klein",Fine-Grained Cryptanalysis: Tight Conditional Bounds for Dense k-SUM and k-XOR.,https://doi.org/10.1109/FOCS52979.2021.00017,"An average-case variant of the   -SUM conjecture asserts that finding    numbers that sum to 0 in a list of    random numbers, each of the order   , cannot be done in much less than    time. On the other hand, in the dense regime of parameters, where the list contains more numbers and many solutions exist, the complexity of finding one of them can be significantly improved by Wagner's   -tree algorithm. Such algorithms for   -SUM in the dense regime have many applications, notably in cryptanalysis. In this paper, assuming the average-case   -SUM conjecture, we prove that known algorithms are essentially optimal for   . For   , we prove the optimality of the   -tree algorithm for a limited range of parameters. We also prove similar results for   -XOR, where the sum is replaced with exclusive or. Our results are obtained by a self-reduction that, given an instance of   -SUM which has a few solutions, produces from it many instances in the dense regime. We solve each of these instances using the dense   -SUM oracle, and hope that a solution to a dense instance also solves the original problem. We deal with potentially malicious oracles (that repeatedly output correlated useless solutions) by an obfuscation process that adds noise to the dense instances. Using discrete Fourier analysis, we show that the obfuscation eliminates correlations among the oracle's solutions, even though its inputs are highly correlated."
FOCS,2021,92-103,"Pranjal Dutta, Prateek Dwivedi, Nitin Saxena 0001",Demystifying the border of depth-3 algebraic circuits.,https://doi.org/10.1109/FOCS52979.2021.00018,"Border complexity of polynomials plays an integral role in GCT (Geometric Complexity Theory) approach to P versus NP. It tries to formalize the notion of ‘approximating a polynomial’ via limits (Bürgisser FOCS'01). This raises the open question whether border of VP is same as VP or not; as the approximation involves exponential precision, which may not be efficiently simulable. Recently (Kumar ToCT'20) proved the universal power of the border of top-fanin-2 depth-3 circuits. Here we answer some of the related open questions. We show that the border of bounded top-fanin-k depth-3 circuits, for constant k, is relatively easy- it can be computed by a polynomial size algebraic branching program (ABP). There were hardly any de-bordering results known for prominent models before our result. Moreover, we give the first quasipolynomial-time black-box identity test for the same. Prior best was in PSPACE (Forbes,Shpilka STOC'18). Also, with more technical work, we extend our results to depth-4. Our de-bordering paradigm is a multi-step process; in short we call it DiDIL -divide, derive, induct, with limit. It ‘almost’ reduces border top-fanin-k depth-3 circuits to special cases of read-once oblivious algebraic branching programs (ROABPs) in any-order. Full version: https://www.cse.iitk.ac.in/users/nitin/papers/border-depth3.pdf"
FOCS,2021,104-115,"Pooya Hatami, William M. Hoza, Avishay Tal, Roei Tell",Fooling Constant-Depth Threshold Circuits (Extended Abstract).,https://doi.org/10.1109/FOCS52979.2021.00019,"We present new constructions of pseudorandom generators (PRGs) for two of the most widely studied non-uniform circuit classes in complexity theory. Our main result is a construction of the first non-trivial PRG for linear threshold (LTF) circuits of arbitrary constant depth and super-linear size. This PRG fools circuits with depth    and    wires, where   , using seed length    and with error   . This tightly matches the best known lower bounds for this circuit class. As a consequence of our result, all the known hardness for LTF circuits has now effectively been translated into pseudorandomness. This brings the extensive effort in the last decade to construct PRGs and deterministic circuit-analysis algorithms for this class to the point where any subsequent improvement would yield breakthrough lower bounds. Our second contribution is a PRG for De Morgan formulas of size    whose seed length is    for error   . In particular, our PRG can fool formulas of sub-cubic size    with an exponentially small error   . This significantly improves the inverse-polynomial error of the previous state-of-the-art for such formulas by Impagliazzo, Meka, and Zuckerman (FOCS 2012, JACM 2019), and again tightly matches the best currently-known lower bounds for this class. In both settings, a key ingredient in our constructions is a pseudorandom restriction procedure that has tiny failure probability, but simplifies the function to a non-natural “hybrid computational model” that combines several computational models. As part of our proofs we also construct “extremely low-error” PRGs for related circuit classes; for example, we construct a PRG for arbitrary functions of    LTFs that can handle even the extreme setting of parameters    and   ."
