booktitle,year,pages,author,title,ee,abstract
FOCS,2018,1-10,"Daniel Dadush, Aleksandar Nikolov, Kunal Talwar, Nicole Tomczak-Jaegermann",Balancing Vectors in Any Norm.,https://doi.org/10.1109/FOCS.2018.00010,"In the vector balancing problem, we are given symmetric convex bodies C and K in R^n, and our goal is to determine the minimum number ¦Â ¡Ý 0, known as the vector balancing constant from C to K, such that for any sequence of vectors in C there always exists a signed combination of them lying inside ¦Â K. Many fundamental results in discrepancy theory, such as the Beck-Fiala theorem (Discrete Appl.~Math '81), Spencer's ""six standard deviations suffice"" theorem (Trans.~Amer.~Math.~Soc '85) and Banaszczyk's vector balancing theorem (Random Structures & Algorithms '98) correspond to bounds on vector balancing constants. The above theorems have inspired much research in recent years within theoretical computer science. In this work, we show that all vector balancing constants admit ""good"" approximate characterizations, with approximation factors depending only polylogarithmically on the dimension n. First, we show that a volumetric lower bound due to Banaszczyk is tight within a O(log n) factor. Our proof is algorithmic, and we show that Rothvoss's (FOCS '14) partial coloring algorithm can be analyzed to obtain these guarantees. Second, we present a novel convex program which encodes the ""best possible way"" to apply Banaszczyk's vector balancing theorem for bounding vector balancing constants from above, and show that it is tight within an O(log^2.5 n) factor. This also directly yields a corresponding polynomial time approximation algorithm both for vector balancing constants, and for the hereditary discrepancy of any sequence of vectors with respect to an arbitrary norm."
FOCS,2018,11-22,"Hossein Esfandiari, Michael Mitzenmacher",Metric Sublinear Algorithms via Linear Sampling.,https://doi.org/10.1109/FOCS.2018.00011,"We provide a new technique to design fast approximation algorithms for graph problems where the points of the graph lie in a metric space. Specifically, we present a sampling approach for such metric graphs that, using a sublinear number of edge weight queries, provides a linear sampling, where each edge is (roughly speaking) sampled proportionally to its weight. For several natural problems, such as densest subgraph and max cut, we show that by sparsifying the graph using this sampling process, we can run a suitable approximation algorithm on the sparsified graph and the result remains a good approximation for the original problem. Our results have several interesting implications, such as providing the first sublinear time approximation algorithm for densest subgraph in a metric space, and improving the running time of estimating the average distance."
FOCS,2018,23-34,"Lior Eldar, Saeed Mehraban",Approximating the Permanent of a Random Matrix with Vanishing Mean.,https://doi.org/10.1109/FOCS.2018.00012,"The permanent is #P-hard to compute exactly on average for natural random matrices including matrices over finite fields or Gaussian ensembles. Should we expect that it remains #P-hard to compute on average if we only care about approximation instead of exact computation? In this work we take a first step towards resolving this question: We present a quasi-polynomial time deterministic algorithm for approximating the permanent of a typical n ¡Á n random matrix with unit variance and vanishing mean ¦Ì = O(ln ln n) -1/8  to within inverse polynomial multiplicative error. (alternatively, one can achieve permanent approximation for matrices with mean ¦Ì = 1/polylog(n) in time 2 n(¦Å) , for arbitrarily small ¦Å>0). The proposed algorithm significantly extends the regime of matrices for which efficient approximation of the permanent is known. This is because unlike previous algorithms which require a stringent correlation between the signs of the entries of the matrix [1], [2] it can tolerate random ensembles in which this correlation is negligible (albeit non-zero). Among important special cases we note: 1) Biased Gaussian: each entry is a complex Gaussian with unit variance 1 and mean ¦Ì. 2) Biased Bernoulli: each entry is -1 + ¦Ì with probability 1/2, and 1 with probability 1/2. These results counter the common intuition that the difficulty of computing the permanent, even approximately, stems merely from our inability to treat matrices with many opposing signs. The Gaussian ensemble approaches the threshold of a conjectured hardness [3] of computing the permanent of a zero mean Gaussian matrix. This conjecture is one of the baseline assumptions of the BosonSampling paradigm that has received vast attention in recent years in the context of quantum supremacy experiments. We furthermore show that the permanent of the biased Gaussian ensemble is #P-hard to compute exactly on average. To our knowledge, this is the first natural example of a counting problem that becomes easy only when average case analysis and approximation are combined. On a technical level, our approach stems from a recent approach taken by Barvinok [1], [4], [5], [6] who used Taylor series approximation of the logarithm of a certain univariate polynomial related to the permanent. Our main contribution is to introduce an average-case analysis of such related polynomials. We complement our approach with a new technique for iteratively computing a Taylor series approximation of a function that is analytical in the vicinity of a curve in the complex plane. This method can be viewed as a computational version of analytic continuation in complex analysis."
FOCS,2018,35-46,"Nima Anari, Shayan Oveis Gharan, Cynthia Vinzant","Log-Concave Polynomials, Entropy, and a Deterministic Approximation Algorithm for Counting Bases of Matroids.",https://doi.org/10.1109/FOCS.2018.00013,"We give a deterministic polynomial time 2^O(r)-approximation algorithm for the number of bases of a given matroid of rank r and the number of common bases of any two matroids of rank r. To the best of our knowledge, this is the first nontrivial deterministic approximation algorithm that works for arbitrary matroids. Based on a lower bound of Azar, Broder, and Frieze this is almost the best possible assuming oracle access to independent sets of the matroid. There are two main ingredients in our result: For the first, we build upon recent results of Adiprasito, Huh, and Katz and Huh and Wang on combinatorial hodge theory to derive a connection between matroids and log-concave polynomials. We expect that several new applications in approximation algorithms will be derived from this connection in future. Formally, we prove that the multivariate generating polynomial of the bases of any matroid is log-concave as a function over the positive orthant. For the second ingredient, we develop a general framework for approximate counting in discrete problems, based on convex optimization. The connection goes through subadditivity of the entropy. For matroids, we prove that an approximate superadditivity of the entropy holds by relying on the log-concavity of the corresponding polynomials."
FOCS,2018,47-58,"Arkadev Chattopadhyay, Nikhil S. Mande",A Short List of Equalities Induces Large Sign Rank.,https://doi.org/10.1109/FOCS.2018.00014,"We exhibit a natural function F, that can be computed by just a linear sized decision list of 'Equalities', but whose sign rank is exponentially large. This yields the following two new unconditional complexity class separations. The first is an exponential separation between the depth-two threshold circuit classes Threshold-of Majority and Threshold-of-Threshold, answering an open question posed by Amano and Maruoka [MFCS '05] and Hansen and Podolskii [CCC '10]. The second separation shows that the communication complexity class P^MA is not contained in UPP, strongly resolving a recent open problem posed by Goos, Pitassi and Watson [ICALP '16]. In order to prove our main result, we view F as an XOR function and develop a technique to lower bound the sign rank of such functions. This requires novel approximation theoretic arguments against polynomials of unrestricted degree. Further, our work highlights for the first time the class 'decision lists of exact thresholds' as a common frontier for making progress on longstanding open problems in Threshold circuits and communication complexity."
FOCS,2018,59-64,"William Hoza, David Zuckerman",Simple Optimal Hitting Sets for Small-Success RL.,https://doi.org/10.1109/FOCS.2018.00015,"We give a simple explicit hitting set generator for read-once branching programs of width  and length  with known variable order and acceptance probability at least . When , our generator has seed length . When , our generator has optimal seed length . For intermediate values of , our generator's seed length smoothly interpolates between these two extremes. Our generator's seed length improves on recent work by Braverman, Cohen, and Garg [SIAM J. Comput., (2020), doi:10.1137/18M1197734]. In addition, our generator and its analysis are dramatically simpler than the work by Braverman et al. When  is small, our generator's seed length improves on all the classic generators for space-bounded computation [N. Nisan, Combinatorica, 12 (1992), pp. 449--461; R. Impagliazzo, N. Nisan, and A. Wigderson, in Proceedings of the 26th Annual ACM Symposium on Theory of Computing, ACM, 1994, pp. 356--364; N. Nisan and D. Zuckerman, J. Comput. System Sci., 52 (1996), pp. 43--52]. However, all of these other works construct more general objects than we do. As a corollary of our construction, we show that every  algorithm that uses  random bits can be simulated by an  algorithm that uses only  nondeterministic bits, where  is an arbitrarily large constant. Finally, we show that any  algorithm with small success probability  can be simulated deterministically in space . This space bound improves on work by Saks and Zhou [J. Comput. System Sci., 58 (1999), pp. 376--403], who gave an algorithm for the more general ¡°two-sided¡± problem that runs in space ."
FOCS,2018,65-76,"Igor Carboni Oliveira, Rahul Santhanam",Hardness Magnification for Natural Problems.,https://doi.org/10.1109/FOCS.2018.00016,"We show that for several natural problems of interest, complexity lower bounds that are barely non-trivial imply super-polynomial or even exponential lower bounds in strong computational models. We term this phenomenon ""hardness magnification"". Our examples of hardness magnification include: 1. Let MCSP be the decision problem whose YES instances are truth tables of functions with circuit complexity at most s(n). We show that if MCSP[2^¡Ìn] cannot be solved on average with zero error by formulas of linear (or even sub-linear) size, then NP does not have polynomial-size formulas. In contrast, Hirahara and Santhanam (2017) recently showed that MCSP[2^¡Ìn] cannot be solved in the worst case by formulas of nearly quadratic size. 2. If there is a c > 0 such that for each positive integer d there is an ¦Å > 0 such that the problem of checking if an n-vertex graph in the adjacency matrix representation has a vertex cover of size (log n)^c cannot be solved by depth-d AC^0 circuits of size m^1+¦Å, where m = ¦¨(n^2), then NP does not have polynomial-size formulas. 3. Let (¦Á, ¦Â)-MCSP[s] be the promise problem whose YES instances are truth tables of functions that are ¦Á-approximable by a circuit of size s(n), and whose NO instances are truth tables of functions that are not ¦Â-approximable by a circuit of size s(n). We show that for arbitrary 1/2 < ¦Â < ¦Á ¡Ü 1, if (¦Á, ¦Â)-MCSP[2^¡Ìn] cannot be solved by randomized algorithms with random access to the input running in sublinear time, then NP is not contained in BPP. 4. If for each probabilistic quasi-linear time machine M using poly-logarithmic many random bits that is claimed to solve Satisfiability, there is a deterministic polynomial-time machine that on infinitely many input lengths n either identifies a satisfiable instance of bit-length n on which M does not accept with high probability or an unsatisfiable instance of bit-length n on which M does not reject with high probability, then NEXP is not contained in BPP. 5. Given functions s, c N ¡ú N where s > c, let MKtP[c, s] be the promise problem whose YES instances are strings of Kt complexity at most c(N) and NO instances are strings of Kt complexity greater than s(N). We show that if there is a ¦Ä > 0 such that for each ¦Å > 0, MKtP[N^¦Å, N^¦Å + 5 log(N)] requires Boolean circuits of size N^1+¦Ä, then EXP is not contained in SIZE (poly). For each of the cases of magnification above, we observe that standard hardness assumptions imply much stronger lower bounds for these problems than we require for magnification. We further explore magnification as an avenue to proving strong lower bounds, and argue that magnification circumvents the ""natural proofs"" barrier of Razborov and Rudich (1997). Examining some standard proof techniques, we find that they fall just short of proving lower bounds via magnification. As one of our main open problems, we ask whether there are other meta-mathematical barriers to proving lower bounds that rule out approaches combining magnification with known techniques."
FOCS,2018,77-88,"Oded Goldreich 0001, Guy N. Rothblum",Counting t-Cliques: Worst-Case to Average-Case Reductions and Direct Interactive Proof Systems.,https://doi.org/10.1109/FOCS.2018.00017,"We study two aspects of the complexity of counting the number of t-cliques in a graph: 1) Worst-case to average-case reductions: Our main result reduces counting t-cliques in any n-vertex graph to counting t-cliques in typical n-vertex graphs that are drawn from a simple distribution of min-entropy ¦¸(n2). For any constant t, the reduction runs in O(n2)-time, and yields a correct answer (w.h.p.) even when the ¡°average-case solver¡± only succeeds with probability 1/poly(log n). 2) Direct interactive proof systems: We present a direct and simple interactive proof system for counting t-cliques in n-vertex graphs. The proof system uses t - 2 rounds, the verifier runs in O(t2n2)-time, and the prover can be implemented in O(tO(1) ¡¤ n2)-time when given oracle access to counting (t - 1)-cliques in O(tO(1) ¡¤ n)-vertex graphs. The results are both obtained by considering weighted versions of the t-clique problem, where weights are assigned to vertices and/or to edges, and the weight of cliques is defined as the product of the corresponding weights. These weighted problems are shown to be easily reducible to the unweighted problem."
FOCS,2018,89-100,"Martin Grohe, Daniel Neuen, Pascal Schweitzer",A Faster Isomorphism Test for Graphs of Small Degree.,https://doi.org/10.1109/FOCS.2018.00018,"In a recent breakthrough, Babai [Proceedings of STOC, ACM, New York, 2016, pp. 684--697] gave a quasipolynomial-time graph isomorphism test. In this work, we give an improved isomorphism test for graphs of small degree: our algorithm runs in time , where  is the number of vertices of the input graphs,  is the maximum degree of the input graphs, and  is an absolute constant. The best previous isomorphism test for graphs of maximum degree  due to Babai, Kantor, and Luks [Proceedings of FOCS, IEEE, New York, 1983, pp. 162--171] runs in time ."
FOCS,2018,101-112,"Matthew Fahrbach, Gary L. Miller, Richard Peng, Saurabh Sawlani, Junxing Wang, Shen Chen Xu",Graph Sketching against Adaptive Adversaries Applied to the Minimum Degree Algorithm.,https://doi.org/10.1109/FOCS.2018.00019,"Motivated by the study of matrix elimination orderings in combinatorial scientific computing, we utilize graph sketching and local sampling to give a data structure that provides access to approximate fill degrees of a matrix undergoing elimination in polylogarithmic time per elimination and query. We then study the problem of using this data structure in the minimum degree algorithm, which is a widely-used heuristic for producing elimination orderings for sparse matrices by repeatedly eliminating the vertex with (approximate) minimum fill degree. This leads to a nearly-linear time algorithm for generating approximate greedy minimum degree orderings. Despite extensive studies of algorithms for elimination orderings in combinatorial scientific computing, our result is the first rigorous incorporation of randomized tools in this setting, as well as the first nearly-linear time algorithm for producing elimination orderings with provable approximation guarantees. While our sketching data structure readily works in the oblivious adversary model, by repeatedly querying and greedily updating itself, it enters the adaptive adversarial model where the underlying sketches become prone to failure due to dependency issues with their internal randomness. We show how to use an additional sampling procedure to circumvent this problem and to create an independent access sequence. Our technique for decorrelating interleaved queries and updates to this randomized data structure may be of independent interest."
