booktitle,year,pages,author,title,ee,abstract
FOCS,2020,1-12,"Lijie Chen 0001, Xin Lyu 0002, R. Ryan Williams",Almost-Everywhere Circuit Lower Bounds from Non-Trivial Derandomization.,https://doi.org/10.1109/FOCS46700.2020.00009,"In certain complexity-theoretic settings, it is notoriously difficult to prove complexity separations which hold almost everywhere, i.e., for all but finitely many input lengths. For example, a classical open question is whether NEXP is contained in i.o.-NP; that is, it is open whether nondeterministic exponential time computation can be simulated on infinitely many input lengths by an NP algorithm. This difficulty also applies to Williams' algorithmic method for circuit lower bounds [Williams, J. ACM 2014]. [Murray and Williams, STOC 2018] proved that nondeterminstic quasi-polynomial time is not contained in ACC^0, while it remained an open problem to show that E^NP (2^O(n) time with an NP oracle) is not contained in i.o.-ACC^0. In this paper, we show how many infinitely-often circuit lower bounds proved by the algorithmic method can be adapted to establish almost-everywhere lower bounds. First, we show there is a function f in E^NP such that, for all sufficiently large input lengths n, f cannot be (1/2+exp(-n 鈭?e))-approximated by exp(n^e)-size ACC^0 circuits on inputs of length n (for all small e), improving lower bounds in [Chen and Ren, STOC 2020] and [Viola, ECCC 2020]. Second, we construct rigid matrices in P^NP for all but finitely many inputs, rather than infinitely often as in [Alman and Chen, FOCS 2019] and [Bhangale et al. 2020]. Third, we show there is a positive c such that E^NP has constant-error probabilistic degree at least cn/(log^2 n) for all large enough n, improving an infinitely-often separation by [Viola, ECCC 2020]. Our key to proving almost-everywhere worst-case lower bounds is a new 鈥渃onstructive鈥?proof of an NTIME hierarchy theorem proved by [Fortnow and Santhanam, CCC 2016], where we show for every 鈥渨eak鈥?nondeterminstic algorithm, a 鈥渞efuter algorithm鈥?exists that can construct 鈥渂ad鈥?inputs for the hard language. We use this refuter algorithm to construct an almost-everywhere hard function. To extend our lower bounds to the average case, we prove a new XOR Lemma based on approximate linear sums, and combine it with PCP of proximity ideas developed in [Chen and Williams, CCC 2019] and [Chen and Ren, STOC 2020]. As a byproduct of our new XOR Lemma, we obtain a nondeterministic pseudorandom generator for poly-size ACC^0 circuits with seed length polylog(n), which resolves an open question in [Chen and Ren, STOC 2020]."
FOCS,2020,13-23,"Lijie Chen 0001, Ron D. Rothblum, Roei Tell, Eylon Yogev","On Exponential-Time Hypotheses, Derandomization, and Circuit Lower Bounds: Extended Abstract.",https://doi.org/10.1109/FOCS46700.2020.00010,"The Exponential-Time Hypothesis (ETH) is a strengthening of the 饾挮 鈮?饾挬饾挮 conjecture, stating that 3-SAT on n variables cannot be solved in (uniform) time 2蔚膵n, for some 蔚 > 0. In recent years, analogous hypotheses that are 鈥渆xponentially strong鈥?forms of other classical complexity conjectures (such as 饾挬饾挮鈯?鈩潚潚?or co饾挬饾挮鈯堭潚潚? have also been introduced and have become widely influential. In this work, we focus on the interaction of exponential-time hypotheses with the fundamental and closely related questions of derandomization and circuit lower bounds. We show that even relatively mild variants of exponential-time hypotheses have far-reaching implications to derandomization, circuit lower bounds, and the connections between the two. Specifically, we prove that:  (1)The Randomized Exponential-Time Hypothesis (rETH) implies that 鈩潚潚?can be simulated on 鈥渁verage-case鈥?in deterministic (nearly-)polynomial-time (i.e., in time 2脮(log(n)) = nloglog(n)O(1)). The derandomization relies on a conditional construction of a pseudorandom generator with near-exponential stretch (i.e., with seed length 脮(log (n))); this significantly improves the state-of-the-art in uniform 鈥渉ardness-to-randomness鈥?results, which previously only yielded pseudorandom generators with sub-exponential stretch from such hypotheses. (2)The Non-Deterministic Exponential-Time Hypothesis (NETH) implies that derandomization of 鈩潚潚?is completely equivalent to circuit lower bounds against 鈩? and in particular that pseudorandom generators are necessary for derandomization. In fact, we show that the foregoing equivalence follows from a very weak version of NETH, and we also show that this very weak version is necessary to prove a slightly stronger conclusion that we deduce from it.  Last, we show that disproving certain exponential-time hypotheses requires proving breakthrough circuit lower bounds. In particular, if CircuitSAT for circuits over n bits of size poly(n) can be solved by probabilistic algorithms in time 2n/polylog(n), then 鈩潚劙 does not have circuits of quasilinear size."
FOCS,2020,24-30,"Susanna F. de Rezende, Or Meir, Jakob Nordstr枚m, Toniann Pitassi, Robert Robere, Marc Vinyals",Lifting with Simple Gadgets and Applications to Circuit and Proof Complexity.,https://doi.org/10.1109/FOCS46700.2020.00011,"We significantly strengthen and generalize the theorem lifting Nullstellensatz degree to monotone span program size by Pitassi and Robere (2018) so that it works for any gadget with high enough rank, in particular, for useful gadgets such as equality and greater-than. We apply our generalized theorem to solve three open problems: ; We present the first result that demonstrates a separation in proof power for cutting planes with unbounded versus polynomially bounded coefficients. Specifically, we exhibit CNF formulas that can be refuted in quadratic length and constant line space in cutting planes with unbounded coefficients, but for which there are no refutations in subexponential length and subpolynomial line space if coefficients are restricted to be of polynomial magnitude. : We give the first explicit separation between monotone Boolean formulas and monotone real formulas. Specifically, we give an explicit family of functions that can be computed with monotone real formulas of nearly linear size but require monotone Boolean formulas of exponential size. Previously only a non-explicit separation was known. : We give the strongest separation to-date between monotone Boolean formulas and monotone Boolean circuits. Namely, we show that the classical GEN problem, which has polynomial-size monotone Boolean circuits, requires monotone Boolean formulas of size 2 惟(n/polylog(n)) . An important technical ingredient, which may be of independent interest, is that we show that the Nullstellensatz degree of refuting the pebbling formula over a DAG G over any field coincides exactly with the reversible pebbling price of G. In particular, this implies that the standard decision tree complexity and the parity decision tree complexity of the corresponding falsified clause search problem are equal. This is an extended abstract. The full version of the paper is available at https://arxiv.org/abs/2001.02144."
FOCS,2020,31-42,"Deepanshu Kush, Benjamin Rossman",Tree-depth and the Formula Complexity of Subgraph Isomorphism.,https://doi.org/10.1109/FOCS46700.2020.00012,"For a fixed 鈥減attern鈥?graph , the colored -subgraph isomorphism problem (denoted by ) asks, given an -vertex graph  and a coloring , whether  contains a properly colored copy of . The complexity of this problem is tied to parameterized versions of  and , among other questions. An overarching goal is to understand the complexity of , under different computational models, in terms of natural invariants of the pattern graph . In this paper, we establish a close relationship between the formula complexity of  and an invariant known as tree-depth (denoted by).  is known to be solvable by monotone  formulas of size . Our main result is an  lower bound for formulas that are monotone or have sublogarithmic depth. This complements a lower bound of Li, Razborov, and Rossman [SIAM J. Comput., 46 (2017), pp. 936鈥?71] relating tree-width and  circuit size. As a corollary, it implies a stronger homomorphism preservation theorem for first-order logic on finite structures [B. Rossman, An improved homomorphism preservation theorem from lower bounds in circuit complexity, in 8th Innovations in Theoretical Computer Science Conference, LIPIcs. Leibniz Int. Proc. Inform. 67, Schloss Dagstuhl. Leibniz-Zent. Inform., Wadern, Germany, 2017, 27]. The technical core of this result is an  lower bound in the special case where  is a complete binary tree of height , which we establish using the pathset framework introduced in B. Rossman [SIAM J. Comput., 47 (2018), pp. 1986鈥?028]. (The lower bound for general patterns follows via a recent excluded-minor characterization of tree-depth [W. Czerwi艅ski, W. Nadara, and M. Pilipczuk, SIAM J. Discrete Math., 35 (2021), pp. 934鈥?47; K. Kawarabayashi and B. Rossman, A polynomial excluded-minor approximation of treedepth, in Proceedings of the 2018 Annual ACM-SIAM Symposium on Discrete Algorithms, 2018, pp. 234鈥?46]. Additional results of this paper extend the pathset framework and improve upon both the best known upper and lower bounds on the average-case formula size of  when  is a path."
FOCS,2020,43-49,"Susanna F. de Rezende, Or Meir, Jakob Nordstr枚m, Toniann Pitassi, Robert Robere",KRW Composition Theorems via Lifting.,https://doi.org/10.1109/FOCS46700.2020.00013,"One of the major open problems in complexity theory is proving super-logarithmic lower bounds on the depth of circuits (i.e., P\nsubseteq NC 1 ). Karchmer, Raz, and Wigderson [13] suggested to approach this problem by proving that depth complexity behaves 鈥渁s expected鈥?with respect to the composition of functions f鈼噂. They showed that the validity of this conjecture would imply that P\nsubseteq NC 1 . Several works have made progress toward resolving this conjecture by proving special cases. In particular, these works proved the KRW conjecture for every outer function, but only for few inner functions. Thus, it is an important challenge to prove the KRW conjecture for a wider range of inner functions. In this work, we extend significantly the range of inner functions that can be handled. First, we consider the monotone version of the KRW conjecture. We prove it for every monotone inner function whose depth complexity can be lower bounded via a query-to-communication lifting theorem. This allows us to handle several new and well-studied functions such as the s-t-connectivity, clique, and generation functions. In order to carry this progress back to the non-monotone setting, we introduce a new notion of semi-monotone composition, which combines the non-monotone complexity of the outer function with the monotone complexity of the inner function. In this setting, we prove the KRW conjecture for a similar selection of inner functions, but only for a specific choice of the outer function f."
FOCS,2020,50-60,Shuichi Hirahara,Characterizing Average-Case Complexity of PH by Worst-Case Meta-Complexity.,https://doi.org/10.1109/FOCS46700.2020.00014,"We exactly characterize the average-case complexity of the polynomial-time hierarchy (PH) by the worst-case (meta-)complexity of GapMINKT PH , i.e., an approximation version of the problem of determining if a given string can be compressed to a short PH-oracle efficient program. Specifically, we establish the following equivalence: DistPH 鈯?AvgP ( i.e., PH is easy on average) 鈬愨噿 GapMINKT PH  鈭?P. In fact, our equivalence is significantly broad: A number of statements on several fundamental notions of complexity theory, such as errorless and one-sided-error average-case complexity, sublinear-time-bounded and polynomial-time-bounded Kolmogorov complexity, and PH-computable hitting set generators, are all shown to be equivalent. Our equivalence provides fundamentally new proof techniques for analyzing average-case complexity through the lens of meta-complexity of time-bounded Kolmogorov complexity and resolves, as immediate corollaries, questions of equivalence among different notions of average-case complexity of PH: low success versus high success probabilities (i.e., a hardness amplification theorem for DistPH against uniform algorithms) and errorless versus one-sided-error average-case complexity of PH. Our results are based on a sequence of new technical results that further develops the proof techniques of the author's previous work on the non-black-box worst-case to average-case reduction and unexpected hardness results for Kolmogorov complexity (FOCS'18, CCC'20, ITCS'20, STOC'20). Among other things, we prove the following. 1) GapMINKT NP  鈭?P implies P = BPP. At the core of the proof is a new black-box hitting set generator construction whose reconstruction algorithm uses few random bits, which also improves the approximation quality of the nonblack-box worst-case to average-case reduction without using a pseudorandom generator. 2) GapMINKT PH  鈭?P implies DistPH 鈯?AvgBPP = AvgP. 3) If MINKT PH  鈭?P is easy on a 1/poly(n)-fraction of inputs, then GapMINKT PH  鈭?P. This improves the error tolerance of the previous non-black-box worst-case to average-case reduction. The full version of the paper is available on ECCC."
FOCS,2020,61-72,"Yu Chen 0039, Sanjeev Khanna, Ansh Nagda",Near-linear Size Hypergraph Cut Sparsifiers.,https://doi.org/10.1109/FOCS46700.2020.00015,"Cuts in graphs are a fundamental object of study, and play a central role in the study of graph algorithms. The problem of sparsifying a graph while approximately preserving its cut structure has been extensively studied and has many applications. In a seminal work, Bencz煤r and Karger (1996) showed that given any   -vertex undirected weighted graph    and a parameter   , there is a near-linear time algorithm that outputs a weighted subgraph    of    of size    such that the weight of every cut in    is preserved to within a (  )-factor in   . The graph    is referred to as a (  )-approximate cut sparsifier of   . A natural question is if such cut-preserving sparsifiers also exist for hypergraphs. Kogan and Krauthgamer (2015) initiated a study of this question and showed that given any weighted hypergraph    where the cardinality of each hyperedge is bounded by   , there is a polynomial-time algorithm to find a (  )-approximate cut sparsifier of    of size   . Since    can be as large as   , in general, this gives a hypergraph cut sparsifier of size   , which is a factor    larger than the Bencz煤r-Karger bound for graphs. It has been an open question whether or not Bencz煤r-Karger bound is achievable on hypergraphs. In this work, we resolve this question in the affirmative by giving a new polynomial-time algorithm for creating hypergraph sparsifiers of size   ."
FOCS,2020,73-84,"Julia Chuzhoy, Sepideh Mahabadi, Zihan Tan",Towards Better Approximation of Graph Crossing Number.,https://doi.org/10.1109/FOCS46700.2020.00016,"Graph Crossing Number is a fundamental and extensively studied problem with wide ranging applications. In this problem, the goal is to draw an input graph G in the plane so as to minimize the number of crossings between the images of its edges. The problem is notoriously difficult, and despite extensive work, non-trivial approximation algorithms are only known for bounded-degree graphs. Even for this special case, the best current algorithm achieves a 脮虄(鈭歯)-approximation, while the best current negative results do not rule out constantfactor approximation. All current approximation algorithms for the problem build on the same paradigm, which is also used in practice: compute a set E' of edges (called a planarizing set) such that G \ E' is planar; compute a planar drawing of G\E'; then add the drawings of the edges of E' to the resulting drawing. Unfortunately, there are examples of graphs G, in which any implementation of this method must incur 惟(OPT 2 ) crossings, where OPT is the value of the optimal solution. This barrier seems to doom the only currently known approach to designing approximation algorithms for the problem, and to prevent it from yielding a better than O(鈭歯)-approximation. In this paper we propose a new paradigm that allows us to overcome this barrier. We show an algorithm, that, given a bounded-degree graph G and a planarizing set E' of its edges, computes another planarizing edge set E'' with E' 鈯?E'', such that |E''| is relatively small, and there exists a nearoptimal drawing of G in which no edges of G \ E'' participate in crossings. This allows us to reduce the Crossing Number problem to Crossing Number with Rotation System - a variant of the Crossing Number problem, in which the ordering of the edges incident to every vertex is fixed as part of input. In our reduction, we obtain an instance G' of this problem, where |E(G')| is roughly bounded by the crossing number of the original graph G. We show a randomized algorithm for this new problem, that allows us to obtain an O(n 1/2-蔚 )approximation for Graph Crossing Number on bounded-degree graphs, for some constant 蔚 > 0."
FOCS,2020,85-92,"Jason Li 0006, Debmalya Panigrahi",Deterministic Min-cut in Poly-logarithmic Max-flows.,https://doi.org/10.1109/FOCS46700.2020.00017,"We give a deterministic (global) min-cut algorithm for weighted undirected graphs that runs in time O(m 1+蔚 ) plus polylog ( n) max-flow computations. Using the current best max-flow algorithms, this results in an overall running time of ~O(m路min(鈭歮, n 2/3 )) for weighted graphs, and m 4/3+o(1)  for unweighted (multi)-graphs. This is the first improvement in the running time of deterministic algorithms for the min-cut problem on general (weighted/multi) graphs since the early 1990s when a running time bound of ~O(mn) was established for this problem."
FOCS,2020,93-104,"Kyriakos Axiotis, Aleksander Madry, Adrian Vladu",Circulation Control for Faster Minimum Cost Flow in Unit-Capacity Graphs.,https://doi.org/10.1109/FOCS46700.2020.00018,"We present an m 4/3+o(1) logW-time algorithm for solving the minimum cost flow problem in graphs with unit capacity, where W is the maximum absolute value of any edge weight. For sparse graphs, this improves over the best known running time for this problem and, by well-known reductions, also implies improved running times for the shortest path problem with negative weights, minimum cost bipartite b-matching when ||b||1=O(m), and recovers the running time of the currently fastest algorithm for maximum flow in graphs with unit capacities (Liu-Sidford, 2020). Our algorithm relies on developing an interior point method-based framework which acts on the space of circulations in the underlying graph. From the combinatorial point of view, this framework can be viewed as iteratively improving the cost of a suboptimal solution by pushing flow around circulations. These circulations are derived by computing a regularized version of the standard Newton step, which is partially inspired by previous work on the unit-capacity maximum flow problem (Liu-Sidford, 2019), and subsequently refined based on the very recent progress on this problem (Liu-Sidford, 2020). The resulting step problem can then be computed efficiently using the recent work on lp-norm minimizing flows (Kyng-Peng-Sachdeva-Wang, 2019). We obtain our faster algorithm by combining this new step primitive with a customized preconditioning method, which aims to ensure that the graph on which these circulations are computed has sufficiently large conductance."
