booktitle,year,pages,author,title,ee,abstract
SODA,2013,1-15,"Prateek Bhakta, Sarah Miracle, Dana Randall, Amanda Pascoe Streib",Mixing Times of Markov Chains for Self-Organizing Lists and Biased Permutations.,https://doi.org/10.1137/1.9781611973105.1,"We study the mixing time of a Markov chain Mnn on permutations that performs nearest neighbor transpositions in the non-uniform setting, a problem arising in the context of self-organizing lists. We are given “positively biased” probabilities {pij ≥ 1/2} for all i < j and let pj,i = 1 − pj,i. In each step, the chain Mnn chooses two adjacent elements k, and ℓ and exchanges their positions with probability pℓ,k. Here we define two general classes and give the first proofs that the chain is rapidly mixing for both. In the first case we are given constants r1, … rn−1 with 1/2 ≤ ri ≤ 1 for all i and we set pi,j = ri for all i < j. In the second we are given a binary tree with n leaves labeled 1, … n and constants q1, … qn−1 associated with all of the internal vertices, and we let pi,j = qi⁁j for all i < j. Our bounds on the mixing time of Mnn rely on bijections between permutations, inversion tables and asymmetric simple exclusion processes (ASEPs) that allow us to express moves of the chain in the context of these other combinatorial families. We also demonstrate that the chain is not always rapidly mixing by constructing an example requiring exponential time to converge to equilibrium. This proof relies on a reduction to biased lattice paths in ℤ2."
SODA,2013,16-34,"Paul Bogdan, Thomas Sauerwald, Alexandre Stauffer, He Sun 0001",Balls into Bins via Local Search.,https://doi.org/10.1137/1.9781611973105.2,"We propose a natural process for allocating n balls into n bins that are organized as the vertices of an undirected graph G. Each ball first chooses a vertex u in G uniformly at random. Then the ball performs a local search in G starting from u until it reaches a vertex with local minimum load, where the ball is finally placed on. In our main result, we prove that this process yields a maximum load of only Θ(log log n) on expander graphs. In addition, we show that for d-dimensional grids the maximum load is . Finally, for almost regular graphs with minimum degree Ω(log n), we prove that the maximum load is constant and also reveal a fundamental difference between random and arbitrary tie-breaking rules."
SODA,2013,35-46,"Mathieu Leconte, Marc Lelarge, Laurent Massoulié","Convergence of multivariate belief propagation, with applications to cuckoo hashing and load balancing.",https://doi.org/10.1137/1.9781611973105.3,"This paper is motivated by two applications, namely i) generalizations of cuckoo hashing, a computationally simple approach to assigning keys to objects, and ii) load balancing in content distribution networks, where one is interested in determining the impact of content replication on performance. These two problems admit a common abstraction: in both scenarios, performance is characterized by the maximum weight of a generalization of a matching in a bipartite graph, featuring node and edge capacities. Our main result is a law of large numbers characterizing the asymptotic maximum weight matching in the limit of large bipartite random graphs, when the graphs admit a local weak limit that is a tree. This result specializes to the two application scenarios, yielding new results in both contexts. In contrast with previous results, the key novelty is the ability to handle edge capacities with arbitrary integer values. An analysis of belief propagation algorithms (BP) with multivariate belief vectors underlies the proof. In particular, we show convergence of the corresponding BP by exploiting monotonicity of the belief vectors with respect to the so-called upshifted likelihood ratio stochastic order. This auxiliary result can be of independent interest, providing a new set of structural conditions which ensure convergence of BP."
SODA,2013,47-66,"Yitong Yin, Chihao Zhang 0001",Approximate Counting via Correlation Decay on Planar Graphs.,https://doi.org/10.1137/1.9781611973105.4,"We show for a broad class of counting problems, correlation decay (strong spatial mixing) implies FPTAS on planar graphs. The framework for the counting problems considered by us is the Holant problems with arbitrary constant-size domain and symmetric constraint functions. We define a notion of regularity on the constraint functions, which covers a wide range of natural and important counting problems, including all multistate spin systems, counting graph homomorphisms, counting weighted matchings or perfect matchings, and all counting CSPs and Holant problems with symmetric constraint functions of constant arity. The core of our algorithm is a fixed-parameter tractable algorithm which computes the exact values of the Holant problems with regular constraint functions on graphs of bounded treewidth. By utilizing the locally tree-like property of apex-minor-free families of graphs, the parameterized exact algorithm implies an FPTAS for the Holant problem on these graph families whenever the Gibbs measure defined by the problem exhibits strong spatial mixing. We further extend the recursive coupling technique to establish the strong spatial mixing on Holant problems. As consequences, we have new deterministic approximation algorithms on planar graphs for several counting problems."
SODA,2013,67-84,"Liang Li, Pinyan Lu, Yitong Yin",Correlation Decay up to Uniqueness in Spin Systems.,https://doi.org/10.1137/1.9781611973105.5,"We give a complete characterization of the two-state anti-ferromagnetic spin systems which exhibit strong spatial mixing on general graphs. We show that a two-state anti-ferromagnetic spin system exhibits strong spatial mixing on all graphs of maximum degree at most Δ if and only if the system has a unique Gibbs measure on infinite regular trees of degree up to Δ, where Δ can be either bounded or unbounded. As a consequence, there exists an FPTAS for the partition function of a two-state anti-ferromagnetic spin system on graphs of maximum degree at most Δ when the uniqueness condition is satisfied on infinite regular trees of degree up to Δ. In particular, an FPTAS exists for arbitrary graphs if the uniqueness is satisfied on all infinite regular trees. This covers as special cases all previous algorithmic results for two-state anti-ferromagnetic systems on general-structure graphs. Combining with the FPRAS for two-state ferromagnetic spin systems of Jerrum-Sinclair and Goldberg-Jerrum-Paterson, and the very recent hardness results of Sly-Sun and independently of Galanis-Štefankovič-Vigoda, this gives a complete classification, except at the phase transition boundary, of the approximability of all two-state spin systems, on either degree-bounded families of graphs or family of all graphs."
SODA,2013,85-100,"Yossi Azar, Umang Bhaskar, Lisa Fleischer, Debmalya Panigrahi",Online Mixed Packing and Covering.,https://doi.org/10.1137/1.9781611973105.6,"Recent work has shown that the classical framework of solving optimization problems by obtaining a fractional solution to a linear program (LP) and rounding it to an integer solution can be extended to the online setting using primal-dual techniques. The success of this new framework for online optimization can be gauged from the fact that it has led to progress in several longstanding open questions. However, to the best of our knowledge, this framework has previously been applied to LPs containing only packing or only covering constraints, or minor variants of these. We extend this framework in a fundamental way by demonstrating that it can be used to solve mixed packing and covering LPs online, where packing constraints are given offline and covering constraints are received online. The objective is to minimize the maximum multiplicative factor by which any packing constraint is violated, while satisfying the covering constraints. Our results represent the first algorithm that obtains a polylogarithmic competitive ratio for solving mixed LPs online. We then consider two canonical examples of mixed LPs: unrelated machine scheduling with startup costs, and capacity constrained facility location. We use ideas generated from our result for mixed packing and covering to obtain polylogarithmic-competitive algorithms for these problems. We also give lower bounds to show that the competitive ratios of our algorithms are nearly tight."
SODA,2013,101-107,"Nikhil R. Devanur, Kamal Jain, Robert D. Kleinberg",Randomized Primal-Dual analysis of RANKING for Online BiPartite Matching.,https://doi.org/10.1137/1.9781611973105.7,"We give a simple proof that the ranking algorithm of Karp, Vazirani and Vazirani [KVV90] is 1-1/e competitive for the online bipartite matching problem. The proof is via a randomized primal-dual argument. Primal-dual algorithms have been successfully used for many online algorithm problems, but the dual constraints are always satisfied deterministically. This is the first instance of a non-trivial randomized primal-dual algorithm in which the dual constraints only hold in expectation. The approach also generalizes easily to the vertex-weighted version considered by Agarwal et al. [AGKM11]. Further we show that the proof is very similar to the deterministic primal-dual argument for the online budgeted allocation problem with small bids (also called the AdWords problem) of Mehta et al. [MSVV05]."
SODA,2013,108-117,"Michael Dinitz, Guy Kortsarz",Matroid Secretary for Regular and Decomposable Matroids.,https://doi.org/10.1137/1.9781611973105.8,"In the matroid secretary problem we are given a stream of elements in random order and asked to choose a set of elements that maximizes the total value of the set, subject to being an independent set of a matroid given in advance.  The difficulty comes from the assumption that decisions are irrevocable: if we choose to accept an element when it is presented by the stream, then we can never get rid of it, and if we choose not to accept it, then we cannot later add it.  Babaioff, Immorlica, and Kleinberg [Proceedings of SODA'07] introduced this problem,  gave O(1)-competitive algorithms for certain classes of matroids, and conjectured that every matroid admits an O(1)-competitive algorithm.  However, most matroids that are known to admit an O(1)-competitive algorithm can be easily represented using graphs (e.g., graphic, cographic, and transversal matroids).  In particular, there is very little known about -representable matroids (the class of matroids that can be represented as elements of a vector space over a field ), which are one of the foundational types of matroids. Moreover, most of the known techniques are as dependent on graph theory as they are on matroid theory.  We go beyond graphs by giving O(1)-competitive algorithms for regular matroids (the class of matroids that are representable over any field) and use techniques that are fundamentally matroid-theoretic rather than graph-theoretic. Our main technique is to leverage the seminal regular matroid decomposition theorem of Seymour, which gives a method for decomposing any regular matroid into matroids which are graphic, cographic, or isomorphic to a simple 10-element matroid.  We show how to combine in a black-box manner any algorithms for these basic classes into an algorithm for a given regular matroid, i.e., how to respect the decomposition.  In fact, this allows us to generalize beyond regular matroids to any class of matroids that admits such a decomposition into classes for which we already have good algorithms.  In particular, we give an O(1)-competitive algorithm for the class of max-flow min-cut matroids, which Seymour showed can be decomposed into regular matroids and copies of the Fano matroid."
SODA,2013,118-128,"Elisabeth Günther, Olaf Maurer, Nicole Megow, Andreas Wiese",A New Approach to Online Scheduling: Approximating the Optimal Competitive Ratio.,https://doi.org/10.1137/1.9781611973105.9,"We propose a new approach to competitive analysis in online scheduling by introducing the novel concept of competitive-ratio approximation schemes. Such a scheme algorithmically constructs an online algorithm with a competitive ratio arbitrarily close to the best possible competitive ratio for any online algorithm. We study the problem of scheduling jobs online to minimize the weighted sum of completion times on parallel, related, and unrelated machines, and we derive both deterministic and randomized algorithms which are almost best possible among all online algorithms of the respective settings. We also generalize our techniques to arbitrary monomial cost functions and apply them to the makespan objective. Our method relies on an abstract characterization of online algorithms combined with various simplifications and transformations. We also contribute algorithmic means to compute the actual value of the best possible competitive ratio up to an arbitrary accuracy. This strongly contrasts (nearly) all previous manually obtained competitiveness results and, most importantly, it reduces the search for the optimal competitive ratio to a question that a computer can answer. We believe that our concept can also be applied to many other problems and yields a new perspective on online algorithms in general."
SODA,2013,129-143,"Kyle Fox, Madhukar Korupolu",Weighted Flowtime on Capacitated Machines.,https://doi.org/10.1137/1.9781611973105.10,"It is well-known that SRPT is optimal for minimizing flow time on machines that run one job at a time. However, running one job at a time is a big under-utilization for modern systems where sharing, simultaneous execution, and virtualization-enabled consolidation are a common trend to boost utilization. Such machines, used in modern large data centers and clouds, are powerful enough to run multiple jobs/VMs at a time subject to overall CPU, memory, network, and disk capacity constraints. Motivated by this prominent trend and need, in this work, we give the first scheduling algorithms to minimize weighted flow time on such capacitated machines. To capture the difficulty of the problem, we show that without resource augmentation, no online algorithm can achieve a bounded competitive ratio. We then investigate algorithms with a small resource augmentation in speed and/or capacity. Our first result is a simple (2 + ε)-capacity O(1/ε)-competitive greedy algorithm. Using only speed augmentation, we then obtain a 1.75-speed O(1)-competitive algorithm. Our main technical result is a near-optimal (1 + ε)-speed, (1+ε)-capacity O(1/ε3)-competitive algorithm using a novel combination of knapsacks, densities, job classification into categories, and potential function methods. We show that our results also extend to the multiple unrelated capacitated machines setting."
SODA,2013,144-155,"Siu-Wing Cheng, Jiongxin Jin",Approximate Shortest Descending Paths.,https://doi.org/10.1137/1.9781611973105.11,"We present an approximation algorithm for the shortest descending path problem. Given a source  and a destination  on a terrain, a shortest descending path from  to  is a path of minimum Euclidean length on the terrain subject to the constraint that the height decreases monotonically as we traverse that path from  to .  Given any , our algorithm returns in  time a descending path of length at most  times the optimum.  This is the first algorithm whose running time is polynomial in  and  and independent of the terrain geometry."
SODA,2013,156-167,"Pankaj K. Agarwal, Rinat Ben Avraham, Haim Kaplan, Micha Sharir",Computing the Discrete Fréchet Distance in Subquadratic Time.,https://doi.org/10.1137/1.9781611973105.12,"The Fréchet distance  measures similarity between two curves  and  that takes into account the ordering of the points along the two curves: Informally, it is the minimum length of a leash required to connect a dog, walking along , and its owner, walking along , as they walk without backtracking along their respective curves from one endpoint to the other. The discrete Fréchet distance replaces the dog and its owner by a pair of frogs that can only reside on  and  specific stones, respectively. The stones are in fact sequences of points, typically sampled from the respective curves  and . These frogs hop from one stone to the next without backtracking, and the discrete Fréchet distance is the minimum length of a “leash” that connects the frogs and allows them to execute such a sequence of hops from the starting points to the terminal points of their sequences. The discrete Fréchet distance can be computed in  time by a straightforward dynamic programming algorithm. We present the first subquadratic algorithm for computing the discrete Fréchet distance between two sequences of points in the plane. Assuming , the algorithm runs in  time, in the word RAM model, using  storage. Our approach uses the geometry of the problem in a subtle way to encode legal positions of the frogs as states of a finite automaton."
SODA,2013,168-183,"Benjamin A. Burton, Jonathan Spreer",The complexity of detecting taut angle structures on triangulations.,https://doi.org/10.1137/1.9781611973105.13,"There are many fundamental algorithmic problems on triangulated 3-manifolds whose complexities are unknown. Here we study the problem of finding a taut angle structure on a 3-manifold triangulation, whose existence has implications for both the geometry and combinatorics of the triangulation. We prove that detecting taut angle structures is NP-complete, but also fixed-parameter tractable in the treewidth of the face pairing graph of the triangulation. These results have deeper implications: the core techniques can serve as a launching point for approaching key decision problems such as unknot recognition and prime decomposition of 3-manifolds."
SODA,2013,184-196,"Matthew Bauer, Mirela Damian",An Infinite Class of Sparse-Yao Spanners.,https://doi.org/10.1137/1.9781611973105.14,"Let P be a set of n points in the plane. The Yao graph for P is a geometric graph obtained by extending equally spaced rays from each point u ∊ P, and connecting u to a closest neighbor in each sector formed by these rays. Associated to this graph is an integer parameter k > 1 defining the number of rays. The out-degree of the Yao graph is k, but the in-degree can be as large as n − 1. To overcome the problem of potential high in-degree, the Sparse-Yao graph (also known as Yao-Yao graph) eliminates from the Yao graph all but a shortest incoming edge in each sector. It has been established that the Yao graph defined by integer parameter k ≥ 6 is a t-spanner, for some real constant t > 1, meaning that it has a path between each pair of points in P of length at most t times the Euclidean distance between the two points. The constant t is called the stretch factor of the Yao graph. The problem of determining whether the Sparse-Yao graph is a spanner or not has been long open. In this paper we make progress on this problem by showing that the Sparse-Yao graph defined by integer parameter 6k, with k ≥ 6, is a spanner with stretch factor 11.67. With parameter k ≥ 8, the stretch factor drops to 4.75."
SODA,2013,197-208,"Tamal K. Dey, Pawas Ranjan, Yusu Wang 0001",Weighted Graph Laplace Operator under Topological Noise.,https://doi.org/10.1137/1.9781611973105.15,"Recently, various applications have motivated the study of spectral structures (eigenvalues and eigenfunctions) of the so-called Laplace-Beltrami operator of a manifold and their discrete versions. A popular choice for the discrete version is the so-called Gaussian weighted graph Laplacian which can be applied to point cloud data that samples a manifold. Naturally, the question of stability of the spectrum of this discrete Laplacian under the perturbation of the sampled manifold becomes important for its practical usage. Previous results showed that the spectra of both the manifold Laplacian and discrete Laplacian are stable when the perturbation is “nice” in the sense that it is restricted to a diffeomorphism with minor area distortion. However, this forbids, for example, small topological changes."
