booktitle,year,pages,author,title,ee,abstract
SODA,2017,1-15,"Sariel Har-Peled, Sepideh Mahabadi",Proximity in the Age of Distraction: Robust Approximate Nearest Neighbor Search.,https://doi.org/10.1137/1.9781611974782.1,"We introduce a new variant of the nearest neighbor search problem, which allows for some coordinates of the dataset to be arbitrarily corrupted or unknown. Formally, given a dataset of n points P = {x1,…, xn} in high-dimensions, and a parameter k, the goal is to preprocess the dataset, such that given a query point q, one can compute quickly a point x ∊ P, such that the distance of the query to the point x is minimized, when ignoring the “optimal” k coordinates. Note, that the coordinates being ignored are a function of both the query point and the point returned. We present a general reduction from this problem to answering ANN queries, which is similar in spirit to LSH (locality sensitive hashing) [19]. Specifically, we give a sampling technique which achieves a bi-criterion approximation for this problem. If the distance to the nearest neighbor after ignoring k coordinates is r, the data-structure returns a point that is within a distance of O(r) after ignoring O(k) coordinates. We also present other applications and further extensions and refinements of the above result. The new data-structures are simple and (arguably) elegant, and should be practical - specifically, all bounds are polynomial in all relevant parameters (including the dimension of the space, and the robustness parameter k)."
SODA,2017,16-30,"Georgia Avarikioti, Ioannis Z. Emiris, Loukas Kavouras, Ioannis Psarros",High-dimensional approximate r-nets.,https://doi.org/10.1137/1.9781611974782.2,"The construction of r-nets offers a powerful tool in computational and metric geometry. We focus on high-dimensional spaces and present a new randomized algorithm which efficiently computes approximate r-nets with respect to Euclidean distance. For any fixed , the approximation factor is  and the complexity is polynomial in the dimension and subquadratic in the number of points; the algorithm succeeds with high probability. Specifically, we improve upon the best previously known (LSH-based) construction of Eppstein et al. (Approximate greedy clustering and distance selection for graph metrics, 2015. CoRR arxiv: abs/1507.01555) in terms of complexity, by reducing the dependence on , provided that  is sufficiently small. Moreover, our method does not require LSH but follows Valiant’s (J ACM 62(2):13, 2015. https://doi.org/10.1145/2728167) approach in designing a sequence of reductions of our problem to other problems in different spaces, under Euclidean distance or inner product, for which r-nets are computed efficiently and the error can be controlled. Our result immediately implies efficient solutions to a number of geometric problems in high dimension, such as finding the -approximate k-th nearest neighbor distance in time subquadratic in the size of the input."
SODA,2017,31-46,Tobias Christiani,A Framework for Similarity Search with Space-Time Tradeoffs using Locality-Sensitive Filtering.,https://doi.org/10.1137/1.9781611974782.3,"We present a framework for similarity search based on Locality-Sensitive Filtering (LSF), generalizing the Indyk- Motwani (STOC 1998) Locality-Sensitive Hashing (LSH) framework to support space-time tradeoffs. Given a family of filters, defined as a distribution over pairs of subsets of space that satisfies certain locality-sensitivity properties, we can construct a dynamic data structure that solves the approximate near neighbor problem in d-dimensional space with query time dnρq+o(1), update time dnρu+o(1), and space usage dn + n1+ρu+o(1) where n denotes the number of points in the data structure. The space-time tradeoff is tied to the tradeoff between query time and update time (insertions/deletions), controlled by the exponents ρq, ρu that are determined by the filter family. Locality-sensitive filtering was introduced by Becker et al. (SODA 2016) together with a framework yielding a single, balanced, tradeoff between query time and space, further relying on the assumption of an efficient oracle for the filter evaluation algorithm. We extend the LSF framework to support space-time tradeoffs and through a combination of existing techniques we remove the oracle assumption. Laarhoven (arXiv 2015), building on Becker et al., introduced a family of filters with space-time tradeoffs for the high-dimensional unit sphere under inner product similarity and analyzed it for the important special case of random data. We show that a small modification to the family of filters gives a simpler analysis that we use, together with our framework, to provide guarantees for worst-case data. Through an application of Bochner's Theorem from harmonic analysis by Rahimi & Recht (NIPS 2007), we are able to extend our solution on the unit sphere to ℝd under the class of similarity measures corresponding to real-valued characteristic functions. For the characteristic functions of s-stable distributions we obtain a solution to the (r, cr)-near neighbor problem in -spaces with query and update exponents  and  where λ ∊ [-1,1] is a tradeoff parameter. This result improves upon the spacetime tradeoff of Kapralov (PODS 2015) and is shown to be optimal in the case of a balanced tradeoff, matching the LSH lower bound by O'Donnell et al. (ITCS 2011) and a similar LSF lower bound proposed in this paper. Finally, we show a lower bound for the space-time tradeoff on the unit sphere that matches Laarhoven's and our own upper bound in the case of random data."
SODA,2017,47-66,"Alexandr Andoni, Thijs Laarhoven, Ilya P. Razenshteyn, Erik Waingarten",Optimal Hashing-based Time-Space Trade-offs for Approximate Near Neighbors.,https://doi.org/10.1137/1.9781611974782.4,"We show tight upper and lower bounds for time-space trade-offs for the c-approximate Near Neighbor Search problem. For the d-dimensional Euclidean space and n-point datasets, we develop a data structure with space n1+ρu+o(1) + O(dn) and query time nρq +o(1) + dno(1) for every ρu, ρq ≥ 0 with: In particular, for the approximation c = 2 we get: Space n1.77… and query time no(1), significantly improving upon known data structures that support very fast queries [IM98, KOR00]; Space n1.14… and query time n0.14…, matching the optimal data-dependent Locality-Sensitive Hashing (LSH) from [AR15]; Space n1+o(1) and query time n0‘43 ‘, making significant progress in the regime of near-linear space, which is arguably of the most interest for practice [LJW+07]. This is the first data structure that achieves sublinear query time and near-linear space for every approximation factor c > 1, improving upon [Kap15]. The data structure is a culmination of a long line of work on the problem for all space regimes; it builds on Spherical Locality-Sensitive Filtering [BDGL16] and data- dependent hashing [AINR14, AR15]. Our matching lower bounds are of two types: conditional and unconditional. First, we prove tightness of the whole trade-off (0.1) in a restricted model of computation, which captures all known hashing-based approaches. We then show unconditional cell-probe lower bounds for one and two probes that match (0.1) for ρq = 0, improving upon the best known lower bounds from [PTW10]. In particular, this is the first space lower bound (for any static data structure) for two probes which is not polynomially smaller than the one-probe bound. To show the result for two probes, we establish and exploit a connection to locally-decodable codes."
SODA,2017,67-78,"Alexandr Andoni, Ilya P. Razenshteyn, Negev Shekel Nosatzki",LSH Forest: Practical Algorithms Made Theoretical.,https://doi.org/10.1137/1.9781611974782.5,"We analyze LSH Forest [BCG05]—a popular heuristic for the nearest neighbor search—and show that a careful yet simple modification of it outperforms “vanilla” LSH algorithms. The end result is the first instance of a simple, practical algorithm that provably leverages data-dependent hashing to improve upon data-oblivious LSH. Here is the entire algorithm for the d-dimensional Hamming space. The LSH Forest, for a given dataset, applies a random permutation to all the d coordinates, and builds a trie on the resulting strings. In our modification, we further augment this trie: for each node, we store a constant number of points close to the mean of the corresponding subset of the dataset, which are compared to any query point reaching that node. The overall data structure is simply several such tries sampled independently. While the new algorithm does not quantitatively improve upon the best data-dependent hashing algorithms from [AR15] (which are known to be optimal), it is significantly simpler, being based on a practical heuristic, and is provably better than the best LSH algorithm for the Hamming space [IM98, HIM12]."
SODA,2017,79-98,"Sandy Heydrich, Andreas Wiese",Faster approximation schemes for the two-dimensional knapsack problem.,https://doi.org/10.1137/1.9781611974782.6,"For geometric optimization problems we often understand the computational complexity on a rough scale, but not very well on a finer scale. One example is the two-dimensional knapsack problem for squares. There is a polynomial time (1+ε)-approximation algorithm for it (i.e., a PTAS) but the running time of this algorithm is triple exponential in 1/ε, i.e., Ω (n221/ε). A double or triple exponential dependence on 1/ε is inherent in how this and other algorithms for other geometric problems work. In this article, we present an efficient PTAS (EPTAS) for knapsack for squares, i.e., a (1+ε)-approximation algorithm with a running time of Oε(1)⋅ nO(1). In particular, the exponent of n in the running time does not depend on ε at all! Since there can be no fully polynomial time approximation scheme (FPTAS) for the problem (unless P = NP), this is the best kind of approximation scheme we can hope for. To achieve this improvement, we introduce two new key ideas: We present a fast method to guess the Ω (221/ε) relatively large squares of a suitable near-optimal packing instead of using brute-force enumeration. Secondly, we introduce an indirect guessing framework to define sizes of cells for the remaining squares. In the previous PTAS, each of these steps needs a running time of Ω (n221/ε) and we improve both to Oε(1)⋅ nO(1). We complete our result by giving an algorithm for two-dimensional knapsack for rectangles under (1+ε)-resource augmentation. We improve the previous double-exponential PTAS to an EPTAS and compute even a solution with optimal weight, while the previous PTAS computes only an approximation."
SODA,2017,99-109,Sebastian Morr,Split Packing: An Algorithm for Packing Circles with Optimal Worst-Case Density.,https://doi.org/10.1137/1.9781611974782.7,"In the classic circle packing problem, one asks whether a given set of circles can be packed into the unit square. This problem is known to be NP-hard. In this paper, we present a new sufficient condition using only the circles’ combined area: It is possible to pack any circle instance with a combined area of up to ≈ 0.5390. This bound is tight, in the sense that for any larger combined area, there are instances which cannot be packed, which is why we call this number the problem's critical density. Similar results have long been known for squares, but to the best of our knowledge, this paper gives the first results of this type for circular objects. Our proof is constructive: We describe a subdivision scheme which recursively splits the circles into groups and then packs these into subcontainers. We call this algorithm Split Packing. Beside realizing all packings up to the critical density bound, Split Packing also serves as a constant-factor approximation algorithm when looking for the smallest square in which a given set of circles can be packed. We believe that the ideas behind Split Packing are interesting and elegant on their own, and we see many opportunities to apply this technique in the context of other packing and covering problems. A browser-based, interactive visualization of the Split Packing approach and other related material can be found at https://morr.cc/split-packing/"
SODA,2017,110-129,"Lingxiao Huang, Jian Li 0015",Stochastic k-Center and j-Flat-Center Problems.,https://doi.org/10.1137/1.9781611974782.8,"Solving geometric optimization problems over uncertain data has become increasingly important in many applications and has attracted a lot of attentions in recent years. In this paper, we study two important geometric optimization problems, the k-center problem and the j-flat-center problem, over stochastic/uncertain data points in Euclidean spaces. For the stochastic k-center problem, we would like to find k points in a fixed dimensional Euclidean space, such that the expected value of the k-center objective is minimized. For the stochastic j-flat-center problem, we seek a j-flat (i.e., a j-dimensional affine subspace) such that the expected value of the maximum distance from any point to the j-flat is minimized. We consider both problems under two popular stochastic geometric models, the existential uncertainty model, where the existence of each point may be uncertain, and the locational uncertainty model, where the location of each point may be uncertain. We provide the first PTAS (Polynomial Time Approximation Scheme) for both problems under the two models. Our results generalize the previous results for stochastic minimum enclosing ball and stochastic enclosing cylinder."
SODA,2017,130-142,"Alfonso Cevallos, Friedrich Eisenbrand, Rico Zenklusen",Local Search for Max-Sum Diversification.,https://doi.org/10.1137/1.9781611974782.9,"We provide simple and fast polynomial-time approximation schemes (PTASs) for several variants of the max-sum diversification problem which, in its most basic form, is as follows: given n points p1,…,pn ∊ ℝq and an integer k, select k points such that the average Euclidean distance between these points is maximized. This problem is commonly applied in web search and information retrieval in order to select a diverse set of representative points from the input. In this context, it has recently received a lot of attention. We present new techniques to analyze natural local- search algorithms. This leads to a  for distances of negative type, even subject to a general matroid constraint of rank k, in time O(nk2 log k), when assuming that distance evaluations and calls to the independence oracle are constant time. Negative-type distances include as special cases Euclidean and Manhattan distances, among other natural distances. Our result easily transforms into a PTAS. It improves on the only previously known PTAS for this setting, which relies on convex optimization techniques in an n-dimensional space and is impractical for large data sets. In contrast, our procedure has an (optimal) linear dependence on n. Using generalized exchange properties of matroid intersection, we show that a PTAS can be obtained for matroid- intersection constraints as well. Moreover, our techniques, being based on local search, are conceptually simple and allow for various extensions. In particular, we get asymptotically optimal O(1)-approximations when combining the classic dispersion function with a monotone submodular objective, which is a very common class of functions to measure diversity and relevance. This result leverages recent advances on local-search techniques based on proxy functions to obtain optimal approximations for monotone submodular function maximization subject to a matroid constraint."
SODA,2017,143-153,"László Kozma 0002, Tobias Mömke",Maximum Scatter TSP in Doubling Metrics.,https://doi.org/10.1137/1.9781611974782.10,"We study the problem of finding a tour of n points in which every edge is long. More precisely, we wish to find a tour that visits every point exactly once, maximizing the length of the shortest edge in the tour. The problem is known as Maximum Scatter TSP, and was introduced by Arkin et al. (SODA 1997), motivated by applications in manufacturing and medical imaging. Arkin et al. gave a 0.5- approximation for the metric version of the problem and showed that this is the best possible ratio achievable in polynomial time (assuming P ≠ NP). Arkin et al. raised the question of whether a better approximation ratio can be obtained in the Euclidean plane. We answer this question in the affirmative in a more general setting, by giving a (1-∊)-approximation algorithm for d-dimensional doubling metrics, with running time Õ(n3 + 2O(K log K)), where  As a corollary we obtain (i) an efficient polynomial- time approximation scheme (EPTAS) for all constant dimensions d, (ii) a polynomial-time approximation scheme (PTAS) for dimension d = log log n/c, for a sufficiently large constant c, and (iii) a PTAS for constant d and ∊ = Ω(1/log log n). Furthermore, we show the dependence on d in our approximation scheme to be essentially optimal, unless Satisfiability can be solved in subexponential time."
