booktitle,year,pages,author,title,ee,abstract
SODA,2010,1-12,Elmar Langetepe,On the Optimality of Spiral Search.,https://doi.org/10.1137/1.9781611973075.1,"Searching for a point in the plane is a well-known search game problem introduced in the early eighties. The best known search strategy is given by a spiral and achieves a competitive ratio of 17.289 … It was shown by Gal [14] that this strategy is the best strategy among all monotone and periodic strategies. Since then it was unknown whether the given strategy is optimal in general. This paper settles this old open fundamental search problem and shows that spiral search is indeed optimal. The given problem can be considered as the continuous version of the well-known m-ray search problem and also appears in several non-geometric applications and modifications. Therefore the optimality of spiral search is an important question considered by many researchers in the last decades. We answer the logarithmic spiral conjecture for the given problem. The lower bound construction might be helpful for similar settings, it also simplifies existing proofs on classical m-ray search."
SODA,2010,13-21,"Noa Avigdor-Elgrabli, Yuval Rabani",An Improved Competitive Algorithm for Reordering Buffer Management.,https://doi.org/10.1137/1.9781611973075.2,"We design and analyze an online reordering buffer management algorithm with improved O(log k/log log k) competitive ratio for nonuniform costs, where k is the buffer size. This improves on the best previous result (even for uniform costs) of Englert and Westermann (2005) giving O(log k) competitive ratio, which was also the best (offline) polynomial time approximation guarantee for this problem. Our analysis is based on an intricate dual fitting argument using a linear programming relaxation for the problem that we introduce in this article."
SODA,2010,22-30,"Jurek Czyzowicz, Arnaud Labourel, Andrzej Pelc",How to Meet Asynchronously (Almost) Everywhere.,https://doi.org/10.1137/1.9781611973075.3,"Two mobile agents (robots) with distinct labels have to meet in an arbitrary, possibly infinite, unknown connected graph or in an unknown connected terrain in the plane. Agents are modeled as points, and the route of each of them only depends on its label and on the unknown environment. The actual walk of each agent also depends on an asynchronous adversary that may arbitrarily vary the speed of the agent, stop it, or even move it back and forth, as long as the walk of the agent is continuous, does not leave its route and covers all of it. Meeting in a graph means that both agents must be at the same time in some node or in some point inside an edge of the graph, while meeting in a terrain means that both agents must be at the same time in some point of the terrain. Does there exist a deterministic algorithm that allows any two agents to meet in any unknown environment in spite of this very powerful adversary? We give deterministic rendezvous algorithms for agents starting at arbitrary nodes of any anonymous connected graph (finite or infinite) and for agents starting at any interior points with rational coordinates in any closed region of the plane with path-connected interior. In the geometric scenario agents may have different compasses and different units of length. While our algorithms work in a very general setting -- agents can, indeed, meet almost everywhere -- we show that none of these few limitations imposed on the environment can be removed. On the other hand, our algorithm also guarantees the following approximate rendezvous for agents starting at arbitrary interior points of a terrain as previously stated agents will eventually get to within an arbitrarily small positive distance from each other."
SODA,2010,31-39,"Bahman Bahmani, Aranyak Mehta, Rajeev Motwani 0001",A 1.43-Competitive Online Graph Edge Coloring Algorithm in the Random Order Arrival Model.,https://doi.org/10.1137/1.9781611973075.4,"A classic theorem by Vizing proves that if the maximum degree of a graph is Δ, then it is possible to color its edges, in polynomial time, using at most Δ+1 colors. However, this algorithm is offline, i.e., it assumes the whole graph is known in advance. A natural question then is how well we can do in the online setting, where the edges of the graph are revealed one by one, and we need to color each edge as soon as it is added to the graph. Online edge coloring has an important application in fast switch scheduling. Here, a natural model is that edges arrive online, but in a random permutation. Even in the random permutations model, the best analysis for any algorithm is factor 2, which comes from the simple greedy algorithm (which is factor 2 even in the worst case online model). The algorithm of Aggarwal et al. [1] provides a 1+o(1) factor algorithm, but for the case of multigraphs, when Δ = ω(n2), where n is the number of vertices. In this paper, we show that for graphs with Δ = ω(log n), it is possible to color the graph with 1.43Δ + o(Δ) colors in the online random order model. Our algorithm is inspired by a 1.6 factor distributed offline algorithm of Panconesi and Srinivasan [9], which we extend by reusing colors online in multiple rounds."
SODA,2010,40-55,"Nikhil Bansal 0001, Niv Buchbinder, Joseph Naor",Towards the Randomized k-Server Conjecture: A Primal-Dual Approach.,https://doi.org/10.1137/1.9781611973075.5,"Recently, Coté et al. [10] proposed an approach for solving the k-server problem on Hierchically Separated Trees (HSTs). In particular, they define a problem on a uniform metric, and show that if an algorithm with a certain refined guarantee exists for it, then one can obtain polylogarithmic (in diameter) competitive factors for the k-server problem on HSTs by solving this problem recursively. By designing such an algorithm for a two point metric, they obtained a logarithmic competitive algorithm for well-separated binary HSTs. Extending their result to uniform metrics on arbitrarily many points would imply a poly-logarithmic competitive algorithm for k-server on general HSTs (and hence general metrics) and is thus of major interest. Here, we design such an algorithm for any uniform metric, provided the instance satisfies a certain “convexity” property. Even though this does not give a result for k-server, convexity seems to be a very natural property, and we give evidence that instances arising in the Coté et al. [10] reduction from k-server essentially possess this property, suggesting that this might be a promising approach. Already, our setting is general enough to model the finely competitive paging problem proposed by Blum et al. [4], who motivated it as a first step towards achieving a polylog(k) competitive algorithm for k-server. Our result implies an r + O(log k)-competitive algorithm for finely competitive paging, resolving the main open problem of [4]. Our results are based on an extension of the primal-dual framework for online algorithms developed by Buchbinder and Naor [7]. The original approach works for problems whose offline version can be expressed as a packing or a covering linear program, possibly with box constraints. The online nature of the problem is modeled by revealing the constraints one by one and the requirement that variables can only be increased over time. Here, we consider more general types of constraints, where terms can be both positive and negative. Moreover, we allow the variables to both increase and decrease. This versatility allows us to model problems such as predicting with expert advice, which could not be modeled earlier. To show the simplicity and generality of this approach, we give an alternate O(log k)-competitive algorithm for weighted paging with a very simple proof. We also give an alternate primal-dual approach to design regret minimization algorithms for the problem of online prediction with expert advice. Our results suggest the possibility of a more general primal-dual framework for online problems beyond covering and packing LPs."
SODA,2010,56-65,"Michal Adamaszek, Artur Czumaj, Christian Sohler",Testing Monotone Continuous Distributions on High-dimensional Real Cubes.,https://doi.org/10.1137/1.9781611973075.6,"We study the task of testing properties of probability distributions. We consider a scenario in which we have access to independent samples of an unknown distribution  with infinite (perhaps even uncountable) support. Our goal is to test whether  has a given property or it is ε-far from it (in the statistical distance, with the L1-distance measure). It is not difficult to see that for many natural distributions on infinite or uncountable domains, no testing algorithm can exist and the central objective of our study is to understand if there are any nontrivial distributions that can be efficiently tested. For example, it is easy to see that there is no testing algorithm that tests if a given probability distribution on [0, 1] is uniform. We show however, that if some additional information about the input distribution is known, testing uniform distribution is possible. We extend the recent result about testing uniformity for monotone distributions on Boolean n-dimensional cubes by Rubinfeld and Servedio (STOC'2005) to the case of continuous [0, l]n cubes. We show that if a distribution  on [0, l]n is monotone, then one can test if  is uniform with the sample complexity (n/ε2). This result is optimal up to a polylogarithmic factor."
SODA,2010,66-75,"Carlos Hoppen, Yoshiharu Kohayakawa, Carlos Gustavo T. de A. Moreira, Rudini Menezes Sampaio",Property Testing and Parameter Testing for Permutations.,https://doi.org/10.1137/1.9781611973075.7,"There has been great interest in deciding whether a combinatorial structure satisfies some property, or in estimating the value of some numerical function associated with this combinatorial structure, by considering only a randomly chosen substructure of sufficiently large, but constant size. These problems are called property testing and parameter testing, where a property or parameter is said to be testable if it can be estimated accurately in this way. The algorithmic appeal is evident, as, conditional on sampling, this leads to reliable constant-time randomized estimators. Our paper addresses property testing and parameter testing for permutations in a subpermutation perspective; more precisely, we investigate permutation properties and parameters that can be well-approximated based on randomly chosen subpermutations of much smaller size. In this context, we give a permutation counterpart of a famous result by Alon and Shapira [6] stating that every hereditary graph property is testable. Moreover, we develop a theory of convergence of permutation sequences, which is used to characterize testable permutation parameters along the lines of the work of Borgs et al. [12] in the case of graphs. This theory is interesting for its own sake, as it describes the closure of the set of all permutations as a special class of Lebesgue measurable functions in [0, 1]2, which in turn may be used to define a new model of random permutations."
SODA,2010,76-86,"Alexandr Andoni, Huy L. Nguyen",Near-Optimal Sublinear Time Algorithms for Ulam Distance.,https://doi.org/10.1137/1.9781611973075.8,"We give near-tight bounds for estimating the edit distance between two non-repetitive strings (Ulam distance) with constant approximation, in sub-linear time. For two strings of length d and at edit distance R, our algorithm runs in time  and outputs a constant approximation to R. We also prove a matching lower bound (up to logarithmic terms). Both upper and lower bounds are improvements over previous results from, respectively, [Andoni-Indyk-Krauthgamer, SODA'09] and [Batu-Ergun-Kilian-Magen-Raskhodnikova-Rubinfeld-Sami, STOC'03]."
SODA,2010,87-98,"Arnab Bhattacharyya 0001, Ning Xie 0002",Lower Bounds for Testing Triangle-freeness in Boolean Functions.,https://doi.org/10.1137/1.9781611973075.9,"Given a Boolean function  , we say a triple (x, y, x + y) is a triangle in f if  . A triangle-free function contains no triangle. If f differs from every triangle-free function on at least  points, then f is said to be -far from triangle-free. In this work, we analyze the query complexity of testers that, with constant probability, distinguish triangle-free functions from those -far from triangle-free. Let the canonical tester for triangle-freeness denotes the algorithm that repeatedly picks x and y uniformly and independently at random from  , queries f(x), f(y) and f(x + y), and checks whether f(x) = f(y) = f(x + y) = 1. Green showed that the canonical tester rejects functions -far from triangle-free with constant probability if its query complexity is a tower of 2’s whose height is polynomial in  . Fox later improved the height of the tower in Green’s upper bound to  . A trivial lower bound of  on the query complexity is immediate. In this paper, we give the first non-trivial lower bound for the number of queries needed. We show that, for every small enough  , there exists an integer  such that for all  there exists a function  depending on all n variables which is -far from being triangle-free and requires  queries for the canonical tester. We also show that the query complexity of any general (possibly adaptive) one-sided tester for triangle-freeness is at least square root of the query complexity of the corresponding canonical tester. Consequently, this means that any one-sided tester for triangle-freeness must make at least  queries."
SODA,2010,99-116,"Mira Gonen, Dana Ron, Yuval Shavitt",Counting Stars and Other Small Subgraphs in Sublinear Time.,https://doi.org/10.1137/1.9781611973075.10,"Detecting and counting the number of copies of certain subgraphs (also known as network motifs or graphlets) is motivated by applications in a variety of areas ranging from biology to the study of the World Wide Web. Several polynomial-time algorithms have been suggested for counting or detecting the number of occurrences of certain network motifs. However, a need for more efficient algorithms arises when the input graph is very large, as is indeed the case in many applications of motif counting. In this paper we design sublinear-time algorithms for approximating the number of copies of certain constant-size subgraphs in a graph . That is, our algorithms do not read the whole graph, but rather query parts of the graph. Specifically, we consider algorithms that may query the degree of any vertex of their choice and may ask for any neighbor of any vertex of their choice. The main focus of this work is on the basic problem of counting the number of length-2 paths and more generally on counting the number of stars of a certain size. Specifically, we design an algorithm that, given an approximation parameter  and query access to a graph , outputs an estimate ν⁁s such that with high constant probability, (1-ε)νs(G)≤ν⁁s≤(1+ε)νs(G), where  denotes the number of stars of size  in the graph. The expected query complexity and running time of the algorithm are O(n(νs(G))1s+1+min{n1-1s,ns-1s(νs(G))1-1s})·poly(logn,1/ε). We also prove lower bounds showing that this algorithm is tight up to polylogarithmic factors in  and the dependence on . Our work extends the work of Feige [SIAM J. Comput., 35 (2006), pp. 964–984] and Goldreich and Ron [Random Structures Algorithms, 32 (2008), pp. 473–493] on approximating the number of edges (or average degree) in a graph. Combined with these results, our result can be used to obtain an estimate on the variance of the degrees in the graph and corresponding higher moments. In addition, we give some (negative) results on approximating the number of triangles and on approximating the number of length-3 paths in sublinear-time."
