booktitle,year,pages,author,title,ee,abstract
STOC,1994,1-8,"Fan R. K. Chung, Shing-Tung Yau",A near optimal algorithm for edge separators (preliminary version).,https://doi.org/10.1145/195058.195077,We give a characterization for graph separators. The problem of approximating the separator within a constant factor can then be reduced to a minimization problem of convex functions. We discuss polynomial time algorithms for the corresponding minimization problems.
STOC,1994,9-15,"Philip N. Klein, Robert Endre Tarjan",A randomized linear-time algorithm for finding minimum spanning trees.,https://doi.org/10.1145/195058.195084,We present a randomized linear-time algorithm for finding a minimum spanning tree in a connect ed graph with edge weights. The algorithm is a modification of one proposed by Karger and uses random sampling in combination with a recently discovered linear-time algorithm for verifying a minimum spanning tree. Our computational model is a unit-cost random-access machine with the restriction that the only operations allowed on edge weights are binary comparisons.
STOC,1994,16-26,Edith Cohen,Polylog-time and near-linear work approximation scheme for undirected shortest paths.,https://doi.org/10.1145/195058.195089,"Shortest paths computations constitute one of the most fundamental network problems. Nonetheless, known parallel shortest-paths algorithms are generally inefficient: they perform significantly more work (product of time and processors) than their sequential counterparts. This gap, known in the literature as the “transitive closure bottleneck,” poses along-standing open problem. Our main result is an O (mn’O+ s (m+ nl+’O)) work polylog-time randomized algorithm that computes paths within(1+ 0 (1/polylog n)) of shortest from s source nodes to alI other nodes in weighted undirected networks with n nodes and m edges (for any fixed co> O). This work bound nearly matches the O (sm) sequential time. In contrast, previous polylog-time algorithms required min {6 (n3),~(m2)} work(even when s= 1), and previous near-linear work algorithms required near-O (n) time. Another result is faster shortest-paths algorithms if accurate distances are required only between“distant” vertices: We obtain an O ((m+ sn) n’”) time algorithm that computes paths of weight (1+ 0 (1/pdybg n)) dist+ o (w~.. polylog n), where dist is the corresponding distance and wmaX is the maximum edge weight. Our chief instrument, which is of independent int crest, are efficient constructions of sparse hop sets. A (d, c)-hop set of a network G=(V, E) is a set E* of new weighted edges such that minimum-weight d-edge pat hs in (V, E u E*) have weight within(1+ c) of the respective dist antes in G. We construct hop sets of size O (nl+’O) where e= 0 (1/polylog n) and d= O (polylog n)."
STOC,1994,27-37,"Philip N. Klein, Satish Rao, Monika Rauch Henzinger, Sairam Subramanian",Faster shortest-path algorithms for planar graphs.,https://doi.org/10.1145/195058.195092,"We give a linear-time algorithm for single-source shortest paths in planar graphs with nonnegative edgelengths. Our algorithm also yields a linear-time algorithm for maximum flow in a planar graph with the source and sink on the same face. The previous best algorithms for these problems required! J (n=) time where n is the number of nodes in the input graph, For the case where negattve edge-lengths are a!-iowed, we gave an algorzthm requiring 0 (n4/3 log nL) time, where L is the absolute value of the most negative length. Previous algorithms for shortest paths with negative edge-lengths requzred Q (n3/2) time. Our shortest-path algorithm ytelds an 0 (n413 log n)-tame algorithm for jinding a perfect matching in a pianar bipartite graph. A similar improvement is obtained for maximum jlow in a directed planar graph."
STOC,1994,38-47,"Keisuke Tanaka, Tetsuro Nishino",On the complexity of negation-limited Boolean networks.,https://doi.org/10.1145/195058.195099,". 4 negation-limited circuit is a combinational circuit which includes at most log (n+ 1) NOT gates. In this paper, we investigate the complexity of negation-limited circuits. We first study the complexity of inverters as a foundation of negation-limited circuit complexity. For the size of negation-limited inverters, we give a new 0 (n (logn) 2) upper bound (aswell as a 5n+ 3 log (n+ l)–6 lower bound. Furthermore, we show two superlinear lower bounds on the sim of certain kinds of negationlimited inverters. Finally, we investigate the negationlimited circuit complexity of Boolean functions, and present(1) several general theorems on the relationship between combinational complexity and negat, ionlimited complexity,(2) new upper bounds on the size of negation-limited circuits for symmetric functions including exactly-k-functions, and (3) a relationship between the circuit size and the number of NOT gates for the case of clique functions."
STOC,1994,48-57,"Matthias Krause 0001, Pavel Pudlák",On the computational power of depth 2 circuits with threshold and modulo gates.,https://doi.org/10.1145/195058.195103,"Results(i) and(iii) imply the first known exponential lower bounds on the number of nodes of threshold–MOD’ circuits, r# 2. They are based on a new lower bound method for the representation length of functions aa threshold functions over predefine function bases, which, in contrast to previous related techniques[GHR92, BS90, KORS91, G93] works even if the edge weights are allowed to be unbounded and if the bases are nonorthogonal. The special importance of r~ suit (iii) consists in the fact that the known spectral–theoretically based lower bound methods for threshold–Permission to copy without fee all or part of this material is granted provided that the copies are not made or distributed for direct commercial advantage, the ACM copyright notice and the title of the publication and its date appear, and notice is given that copying is by permission of the Association of Computing Machinery. To copy otherwise, or to republish, requires a fee and/or specific permission."
STOC,1994,58-67,"Andreas Jakoby, Rüdiger Reischuk, Christian Schindelhauer",Circuit complexity: from the worst case to the average case.,https://doi.org/10.1145/195058.195106,"In contrast to machine models like Turing machines or random access machines, circuits are a rigid computational model. The internal information flow of a computation is fixed in advance, independent of the actual input. Therefore, in complexity theory only worst case complexity measures have been used to analyse this model. Concerning the circuit size this seems to be the best one can do.The delay between feeding the input bits into a circuit and being able to read off the output bits at the output gates is usually measured by the depth of the circuit. One might try to take advantage of favorable cases in which the output values are obtained much earlier. This will be the case when critical paths, eg paths between input and output gates of maximal length, have no influence on the final output."
STOC,1994,68-74,Vince Grolmusz,A weight-size trade-off for circuits with MOD m gates.,https://doi.org/10.1145/195058.195108,"We prove that any depth–3 circuit with MOD m gates of unbounded fan-in on the lowest level, AND gates on the second, and a weighted threshold gate on the top needs either exponential size or exponential weights to compute the inner product of two vectors of length n over GF (2). More exactly we prove that log (wikf)= Q (n), where w is the sum of the absolute values of the weights, and &f is the maximum fan–in of the AND gates on level 2. Setting all weights to 1, we have got a trade-off between the numbers of the MOD m gates and the AND gates. By our knowledge, this is the first trade–off result involving hard-to–handle MOD m gates."
STOC,1994,75-94,Bernard Chazelle,Computational geometry: a retrospective.,https://doi.org/10.1145/195058.195110,"Computational geometry is at a crossroads. New challenges and opportunities are likely to reshape the field rather drastically in the years ahead. I will survey some of its principal accomplishments, and in light of recent developments, I will discuss the profound transformations the field has begun to undergo. There are reasons to believe that computational geometry will emerge from this transition far richer and stronger but barely recognizable from what it was ten years ago. Over the last two decades the field has enjoyed tremendous successes. Some of them might be dismissed as the cheap payoffs to be expected from any field lacking maturity. But others are the products of indisputable creativity and should be held as genuirle scientific achievements. More important, the field is now able to claim a broad, solid foundation upon which its future can be securely built. To mature fully as an original subfield of computer science, however, computational geometry must broaden its connections to applied mathematics while at the same time pay more than lip service to the applications areas that it purports to serve. Happily, active efforts to meet these challenges are underway. Three recent developments are particular encouraging: one is the building of a theory of geometric sampiing and its revolutionary impact on the design of geometric algorithms. Another is the maturing of computational real-algebraic geometry and computational topology both subjects are being revitalized by the introduction of geometric(as opposed to purely algebraic) methods. On the practical end of the spectrum, the emergence of a sub-area concerned specifically with issues ofThis work was supported in part by NSF Grant CCR-93-01254 and The Geometry Center, University of Minnesota, an STC funded by NSF, DOE, and Mimesota Technology, Inc. Permission to copy without fee all or part of this material is granted provided that the copies are not made or distributed for direct commercial advantage, the ACM copyright notice and the title of the publication and its date appear, and notice is given that copying is by permission of the Asmciation of Computing Machinery. To copy otherwise, or to republish, requires a fee and/or specific permission."
STOC,1994,95-104,Marco Pellegrini 0001,On point location and motion planning among simplices.,https://doi.org/10.1145/195058.195112,"Let S be a set of n possibly intersecting(d-1)-simplices in d-space, for d~ 2; and let A (S) be the arrangement of S. Let K= IA (S) I be the number of faces of any dimension in the arrangement of S. A data structure is described that uses storage O (rzd-1+’+ 1 {) and is built deterministically in time O (n ‘-1+ 6+ A’logn), where c> 0 is an arbitrarily small constant, such that the face of A (S) containing a query point is located in time 0 (log3 n). If two query points are in the same cell of d (S) a collision-free path connecting them is produced. This result is obtained exploiting powerful and so far overlooked properties of sparse nets introduced by Chazelle[Cha93]. If the (d–1)-simplices in S have pairwise disjoint interiors and d~ 3, improved bounds are obtained. A data structure 1s described that uses O (nd-1) storage and is built deterministically in time O (nd-1) such that point location queries are solved in time O (log n). Also, as a by-product, this method gives the first optimal worst-case algorithm for triangulating a non-simple polyhedron in 3-space."
