booktitle,year,pages,author,title,ee,abstract
STOC,1991,1-9,"Richard Beigel, Nick Reingold, Daniel A. Spielman",PP Is Closed Under Intersection (Extended Abstract),https://doi.org/10.1145/103418.103426,"In his seminal paper on probabilistic Turing machines, Gill [9] asked whether the class PP is closed under intersection and union. We give a positive answer to this question. In fact, PP is closed under polynomial-time multilineal reductions. In circuits, this allows us to combine several threshold gates into a single threshold gate, while increasing depth by only a constant. Consequences in complexity theory include definite collapse and plausible separation of certain query hierarchies over PP. Consequences in the study of circuits include the simulation of circuits with a small number of threshold gates by circuits having only a single threshold gate at the root (perceptions), and a lower bound on the number of threshold gates needed in order to compute the parity function."
STOC,1991,10-20,Ker-I Ko,"Integral Equations, Systems of Quadratic Equations, and Exponential-Time Completeness (Extended Abstract)",https://doi.org/10.1145/103418.103427,"The computational complexity of Volterra integral equations of the second kind and of the first kind is investigated. It is proved that if the kernel functions satisfy the Lipschitz condition, then the solutions of Volterra equations of the second kind are polynomialspace computable. If, on the other hand, the kernel functions only satisfy the local Lipschitz condition with the Lipschitz constants growing in an exponential rate, then the solutions could be exponential-time hard. We identify a class of Volterra equations of the first kind that can be converted to Volterra equations of the second kind satisfying the local Lipschitz condition. The complexity of the solutions of these equations is also proved to be exponential-time hard."
STOC,1991,21-31,"László Babai, Lance Fortnow, Leonid A. Levin, Mario Szegedy",Checking Computations in Polylogarithmic Time,https://doi.org/10.1145/103418.103428,"Motivated by Manuel Blum’s concept of inst ante checking, we consider new, very fast and generic mechanisms of checking computations. Our results exploit recent advances in interactive proof protocols [LFKN],[Sh], and especially the MIP= NEXP protocol from[BFL].WJe show that every nondeterministic computational task S (Z, y), defined as a polynomial time relation between the instance x, representing the input and output combined, and the witness y can be modified to a task S such that:(i) the same instances remain accepted;(ii) each instance/witness pair becomes checkable in poly! ogariihmic Monte Carlo time; and (iii) a witness satisfying S’can be computed in polynomial time from a witness satisfying S."
STOC,1991,32-42,"Peter Gemmell, Richard J. Lipton, Ronitt Rubinfeld, Madhu Sudan 0001, Avi Wigderson",Self-Testing/Correcting for Polynomials and for Approximate Functions,https://doi.org/10.1145/103418.103429,"The study of self-testing/correcting programs was introduced in 8] in order to allow one to use program P to compute function f without trusting that P works correctly. A self-tester for f estimates the fraction of x for which P (x)= f (x); and a self-corrector for f takes a program that is correct on most inputs and turns it into a program that is correct on every input with high probability 1. Both access P only as a black-box and in some precise way are not allowed to compute the function f.Self-correcting is usually easy when the function has the random self-reducibility property. One class of such functions that has this property is the class of multivariate polynomials over nite elds 4] 12]. We extend this result in two directions. First, we show that polynomials are random self-reducible over more general domains: speci cally, over the rationals and over noncommutative rings. Second, we show that one can get self-correctors even when the program satis es weaker conditions, ie when the program has more errors, or when the program behaves in a more adversarial manner by changing the function it computes between successive calls."
STOC,1991,43-53,"Greg Barnes, Walter L. Ruzzo",Deterministic Algorithms for Undirected s-t Connectivity Using Polynomial Time and Sublinear Space (Extended Abstract),https://doi.org/10.1145/103418.103430,"The st connectivity problem for undirected graphs is to decide whether two designated vertices, s and i, are in the same connected component. This paper presents the first known deterministic algorithms solving undirected st connectivity using sublinear space and polynomial time. There is some evidence that such algorithms are impossible for the analogous problem on directed graphs. Our algorithms provide a nearly smooth deterministic time-space tradeoff between depth-first search and Savitch’s algorithm. For n vertex, m edge graphs, the simplest of our algorithms uses space S, 0 (n112 log n) sss O (n log n), and time 0 (((m+ n) n2 Iogz n)/s). We give a variation of this method that is faster at the higher end of the space spectrum. For example, with space@(n log n), its time bound is O ((m+ n) logn), close to the optimal time for the problem. Another generalization uses less space, but more time: space O ((n’log n)/c), for I/logn< E< 1/2, and time n “tll’). For constant c the time remains polynomial.* Research Supported by NSF Grants CCR-8703196 and CCR-9002891. Portions of this work performed while the authors visited the University of Toronto Computer Science Department, whose hospitality is gratefully acknowledged. tE-mail addresses: gregtl-, ruzzoQcs. me. hington. edu. Ruzzo is currently visiting the Computer Science Department, University of Toronto, Toronto, Ontario M5S 1A4."
STOC,1991,54-63,Erich L. Kaltofen,Effective Noether Irreducibility Forms and Applications (Extended Abstract),https://doi.org/10.1145/103418.103431,"An absolutely irreducible multivariate polynomial is a polynomial that cannot be factored even if the coefficients of the factors can Ylein any field above the original coefficient field. For example, an absolutely irreducible polyn~ mial with rational number coefficients does not factor over the field of complex numbers. We consider algorithms that factor a multivariate polynomial into absolutely irreducible polynomials. Our contributions are essentially threefold. First, we estimate the blt complexity of our “generic” algorithms, which are defined for algebraic extensions of an arbitrary coefficient field, so that the polynomial size growth estimates apply to any input field in which elements are canonical y represented. The generic analysis also yields several effective irreducibility y theorems, among them a new effective Hilbert irreducibility theorem, which reduces the number of random bits previously needed when factoring polynomials in many variables. Finally, we introduce the “single path lazy factorization” representation model for elements in algebraic extension fields, with which the problem of factoring polynomials with rational number or rational function coefficients can be solved within the parallel computational complexity class MC. As a consequence, arbitrary high precision complex rational approximations or, in the function field case, truncated power series approximations, of the factor coefficients can be computed from our representation, again within NC complexity. One of our irreducibility y theorems also gives an upper bound on the accuracy needed to keep the approximations of the absolutely irreducible factors themselves absolutely irreducible."
STOC,1991,64-71,Leonard M. Adleman,Factoring Numbers Using Singular Integers,https://doi.org/10.1145/103418.103432,"Recently, AK Lenstra, HW Lenstra, Jr., MS Manasse and JM Pollard[5, 6] have introduced a new algorithm for factoring integers of special form. Based on earlier work of Coppersmith, Odlyzko and Schroeppel [2] and of Pollard[10], the new algorithm, the ‘numb er field sieve’, is the fastest known for factoring integers of the form r’+ s where e and s are small. In [5], the authors raise the issue of generalizing the number field sieve to produce an efficient algorithm for all numbers. Beginning with the author’s suggestions, together with those of Buhler and Pomerance as reported in [5], we produce such a general purpose number field sieve along with an heuristic argument that it factors numbers in random time:~(c+ o (l))(log n)’1’(log log n)’j’where c< 2."
STOC,1991,72-79,"Johannes A. Buchmann, Victor Shoup",Constructing Nonresidues in Finite Fields and the Extended Riemann Hypothesis,https://doi.org/10.1145/103418.103433,"We describe a new deterministic algorithm for the problem of constructing k-th power nonresidues in finite fields GF (pn), where p is prime and k is a prime divisor of pn–1. We prove under the assumption of the Extended Riemann Hypothesis(ERH), that for fixed n and p+ m, our algorithm runs in polynomial time. Unlike previous algorithms for this problem, this polynomial time bound holds even if k is very large. More generally, assuming the ERH, in time (log p)”(n) we can construct a set of elements that generates GF (pn)*."
STOC,1991,80-89,"Alfred Menezes, Scott A. Vanstone, Tatsuaki Okamoto",Reducing Elliptic Curve Logarithms to Logarithms in a Finite Field,https://doi.org/10.1145/103418.103434,"Previously, no general-purpose algorithm was known for the elliptic curve logarithm problem that ran in better than exponential time. In this paper we demonstrate the reduction of the elliptic curve logarithm problem to the logarithm problem in the multiplicative group of an extension of the underlying hit e field. For the class of supersingular elliptic curves, the reduction takes probabilistic polynomial time, thus providing a probabilistic subexponential time algorithm for the former problem. The implications of our results to public key cryptography are discussed."
STOC,1991,90-100,"László Babai, Gene Cooperman, Larry Finkelstein, Eugene M. Luks, Ákos Seress",Fast Monte Carlo Algorithms for Permutation Groups,https://doi.org/10.1145/103418.103435,"We introduce new Monte Carlo methods to speed up and greatly simplify the manipulation of permutation groups. The methods are of a combinatorial character and use elementary group theory only. We achieve a nearly optimal 0 (n3 loge n) running time for membership testing, an improvement of two orders of magnitude compared to known elementary algorithms and one order of magnitude compared to algorithms which depend on heavy use of group theory. The permutation groups considered are given by a list of generators. The basic task is to transform this into a data structure called a strong generating set (SGS). Given an SGS, one can rapidly determine the order of G and decide membership in G. Strong generating sets were introduced by Sims in the 60’s and have been used extensively in computational group theory. Variants of Sims’s elementary algorithm for construction of a SGS have been known to have@(n5) worst case behavior, where n is the cardinality of the permutation domain. It was only with extensive references to consequences of the classification of finite simple groups that a much more involved algorithm of Babai, Luks, and Seress reduced the worst case running time to 0-(n4)[BLS2] where the tilde refers to a (log n)’factor. Using randomization in a novel way, we achieve considerable further speedup in basic permutation group manipulation. We are able to construct an SGS in Monte Carlo time 0*(n3), nearly matching the running time of Gaussian elimination which is a (very) particular case. AS a consequence, we can determine the order of G in Monte Carlo time Ow (n3) and subsequently perform membership tests in 0 (n2) time per test."
