booktitle,year,pages,author,title,ee,abstract
STOC,1996,1-10,"Eyal Kushilevitz, Nathan Linial, Rafail Ostrovsky",The Linear-Array Conjecture in Communication Complexity is False.,https://doi.org/10.1145/237814.237817,"A linear array network consists of k+ 1 processors Po, Pi,..., Pk with links only between Pi and Pi+ l (O si< k). It is required to compute some boolean function~(~, y) in this network, where z is initially stored at P. and y at Jk, Let Dk (~) be the (total) number of bits that must be exchanged to compute~ in worst case. Clearly, 11~(~)< k. D (f), where D (f) is the standard two-party communication complexity off. Tiwari proved that for almost all functions Dk (f)>/t (D (f)–O (l)) and conjectured that this is true for all functions. In this paper we disprove Tiwari’s conjecture, by exhibiting an infinite family of functions for which Ilk (f) is essentially at most"
STOC,1996,11-19,Johan Håstad,Testing of the Long Code and Hardness for Clique.,https://doi.org/10.1145/237814.237820,"We prove that unless NP= COR, Max Clique is hard to approximate wit hin polynomial time within a factor ni/2 ‘c for any c> 0. This is done by constructing a proof system for NP w hich uses 1+ 6 amortized free bits for any ii> 0. We build on the proof system of Bellare, Goldreich and Sudan, while seplacing their strict code-word test for the long code by a relaxed code-word test which is sufficient for the present purposes. The conclusion of this test is that if the test does not reject., then except wit h very small probability y, what the test saw is consistent with one of few possible code-words."
STOC,1996,20-29,"Noga Alon, Yossi Matias, Mario Szegedy",The Space Complexity of Approximating the Frequency Moments.,https://doi.org/10.1145/237814.237823,"The frequency moments of a sequence containing m~ elements of type i, for 1~ z~ n, are the numbers F&=~~= 1 m?. We consider the space complexity of randomized algorithms that approximate the numbers Fk, when the elements of the sequence are given one by one and cannot be stored. Surprisingly, it turns out that the numbers FO, F1 and F2 can be approximated in logarithmic space, whereas the approximation of F& for k~ 6 requires nQ (l) space. Applications to data bases are mentioned as well."
STOC,1996,30-36,"Shiva Chaudhuri, Jaikumar Radhakrishnan",Deterministic Restrictions in Circuit Complexity.,https://doi.org/10.1145/237814.237824,"We also study the complexity of computing threshold functions. The function T; has the value 1 iff at least r of its inputs have the value 1. We show that a circuit computing T; has at least fl (r2 (log ra)/log r) gates, for r< nl 13, improving previous bounds. We also show a trade-off between the number of gates and the number of wires in a threshold circuit, namely, a circuit with G (< n/2) gates and W wires computing T: satisfies W.> C2 (rzr (log ra)/(log (G/ log n))), showing that it is not possible to simultaneously optimize the number of gates and wires in a threshold circuit. Our bounds for threshold functions are based on a combinatorial lemma of independent interest."
STOC,1996,37-46,"Joseph Cheriyan, Ramakrishna Thurimella",Fast Algorithms for k-Shredders and k-Node Connectivity Augmentation (Extended Abstract).,https://doi.org/10.1145/237814.237826,"A k-separator(k-shredder) of a graph is a set of k nodes whose removal results in two or more(three or more) cunnect ed components. Let the given (undirected) graph be k-node connected, and let n denote the number of nodes. Solving au open question, we show that the problem of counting the number of k-separators is# P-complete. However, we present an O (k2n2+ k3ra15)-time(deterministic) algorithm for finding all the k-shredders. This solves an open question: efficiently find a k-separator whose removal maximizes the number of connected components. For kz 4, our running time equals that of the fastest algorithm known for testing k-node connectivity. One application of shredders is in increasing the node connectivity from k to (k+ 1) by efficiently adding an (approximately) minimum number of new edges. Jord6n[JCT (B) 1995] gave an~ l (ns). time augmentatioñgofithmSu& thatthenumber of new edgesiswithin an additive term of (k-z) from a lower bound. We improve the running time to O (min (k,@) k2n2+(log n) kn2), while acltieving the same performance guarantee. For k~ 4, the running time compares favorably with the rtrnuing time for testing k-node connectivity."
STOC,1996,47-55,"András A. Benczúr, David R. Karger",Approximating s-t Minimum Cuts in Õ(n2) Time.,https://doi.org/10.1145/237814.237827,"We improve on random sampling techniques for approximately solving problems that involve cuts in graphs. We give a lineartime construction that transforms any graph on n vertices into an O (n log n)-edge graph on the same vertices whose cuts have approximately the same value as the original graph’s. In this new graph, for example, we can run the O (rmz)-time maximum flow algorithm of Goldberg and Tarjan to find an st minimum cut in 0 (n2) time. This corresponds to a (1+ c)-times minimum st cut in the original graph. In a similar way, we can approximate a sparsest cut in O (nz) time."
STOC,1996,56-63,David R. Karger,Minimum Cuts in Near-Linear Time.,https://doi.org/10.1145/237814.237829,"We significantly improve known time bounds for solving the minimum cut problem on undirected graphs. We use a ""semiduality"" between minimum cuts and maximum spanning tree packings combined with our previously developed random sampling techniques. We give a randomized (Monte Carlo) algorithm that finds a minimum cut in an m-edge, n-vertex graph with high probability in O(m log3 n) time. We also give a simpler randomized algorithm that finds all minimum cuts with high probability in O(m log3 n) time. This variant has an optimal RNC parallelization. Both variants improve on the previous best time bound of O(n2 log3 n). Other applications of the tree-packing approach are new, nearly tight bounds on the number of near-minimum cuts a graph may have and a new data structure for representing them in a space-efficient manner."
STOC,1996,64-73,"Hiroshi Nagamochi, Toshihide Ibaraki",Deterministic Õ(nm) Time Edge-Splitting in Undirected Graphs.,https://doi.org/10.1145/237814.237830,"This paper presents a deterministic O (n (m+ n log n) log n)=~(nrn) time algorithm for splitting off all edges incident to a vertex s of even degree in a Multigraph G, where n and m are the numbers of vertices and links (= vertex pairs between which G has an edge) in G, respectively. Based on this, many graph algorithms using edge-splitting can run faster. For example, the edge-connectivity augmentation problem in an undirected Multigraph can be solved in b (nm) time, which is an improvement over the previously known randomized 0 (n3) bound and deterministic~(nzrn) bound."
STOC,1996,74-83,Moni Naor,Evaluation May Be Easier Than Generation (Extended Abstract).,https://doi.org/10.1145/237814.237833,"The problem of learning a distribution D from several independent samples from D occupies a large part of Statistics and Pattern Recognition, However, only recently did Kearns et al.[18] put it in a comput ational setting. They distinguished between two notions of learning-evaluation and generation. In evaluation the goal of the learner is to be able to evaluate(or approximate) D [y]-the probability that D generates II, given y. In generation the goal of the learner is to construct a distribution D1 (ie a machine or a circuit whose output distribution is D’on uniformly random inputs) such that D’is as close as possible to D. In the setting of [18] there is a class of distributions Dn over {O, I} n. Members of Dn are generated by polynomial sized circuits. Such a class may be learned efficiently with a generator(with confidence 6 and approximation e): assuming that D ED. but is unknown, then given enough samples there is an (eficient) learner that can construct(with probability at least 1–8) a distribution D’that is close to D (within c under some notion of distance). The class may be efficiently learnable with an evaluator if, given enough samples, there is a learner that can successfully(with probability at least 1–t $) construct for DE Dn an evaluator that is good for D (within e under some notion of distance).We therefore can speak of classes of distributions that are efficiently learnable with a generator and those that are efficiently learnable with an evaluator. Note that efficient learnability with evaluation is important for such tasks such as maximum likelihood computation. Kearns et al.[18] showed that generation may be easier than evaluation: there are classes that can be learned efficiently with a generator, but cannot be learned efficiently with an evaluator(unless# P has small circuits)."
STOC,1996,84-88,Mitsunori Ogihara,The PL Hierarchy Collapses.,https://doi.org/10.1145/237814.237834,"The oracle separations proven by Baker, Gill, and Solovay [BGS75] initiated the study of complexity classes by relativization. In order to study the NL=? L question, various relativization models for nondeterministic logspace have been proposed[LL76, Sim77, RS81, RST84]. Among them, the so-called Ruzzo-Simon-Tompa model (the RST-model, in short)[RST84], which demands that nondeterministic Turing machines run deterministically while generat ing query strings, is widely accepted because of its reasonability y—for any oracle A, LA~ NLA~ PA. Given this reasonable model of relativization, it is quite reasonable for one to what are the complexity classes defined by stacking logspace complexity classes: for a logspace class C, does the C hierarchy in terms of the RST-model collapse? The answer to this question was given for some classes. Ruzzo, Simon, and Tompa showed that the hierarchy with respect to BPL [Gi177](the bounded-error probabilistic logspace with unlimited computation time) collapses to BPL. Also, the NL= CONL theorem proven independently by Immerman [Imm88] and Szelepcs&yi[Sze88] implies that the NL hierarchy collapses to NL. In this paper, we obtain the answer to the question for PL(the probabilistic logspace with unlimited computation time)[Gi177]: the PL hierarchy collapses to PL."
